Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.4703770197486535,0.4703770197486535,0.0,2,0.06785774230957031,4
0,0.4703770197486535,0.46402877697841727,1.3496073370311337,3,0.1020808219909668,5
0,0.4703770197486535,0.4486486486486487,4.6193521766040755,4,0.15227365493774414,7
0,0.4703770197486535,0.45126353790613716,4.063438697054043,5,0.19579696655273438,8
0,0.4703770197486535,0.46112115732368897,1.96775395828444,5,0.4442760944366455,11
0,0.4703770197486535,0.46112115732368897,1.96775395828444,6,0.5183854103088379,13
0,0.4703770197486535,0.463768115942029,1.405022679499939,7,0.5711853504180908,14
0,0.4703770197486535,0.4627949183303085,1.6119200343580735,8,0.6380376815795898,15
0,0.4703770197486535,0.46545454545454545,1.0464954892435765,9,3.703691244125366,18
0,0.4703770197486535,0.45719489981785066,2.802458321166858,10,3.9114723205566406,19
0,0.4703770197486535,0.38686131386861317,17.75505655541315,11,4.246333599090576,21
0,0.4703770197486535,0.37294332723948814,20.713956766261486,11,205.4869351387024,24
0,0.4703770197486535,0.37294332723948814,20.713956766261486,11,264.8432557582855,27
0,0.4703770197486535,0.37294332723948814,20.713956766261486,11,461.22958183288574,30
1,0.4703770197486535,0.4703770197486535,0.0,2,0.044957637786865234,2
1,0.4703770197486535,0.4550359712230216,3.261436652204949,3,0.08228611946105957,3
1,0.4703770197486535,0.3747747747747748,20.324599408568872,4,0.1212148666381836,4
1,0.4703770197486535,0.3700361010830325,21.332019731584314,5,0.18433165550231934,6
1,0.4703770197486535,0.38155515370705245,18.88312190273732,6,0.29808807373046875,8
1,0.4703770197486535,0.35507246376811596,24.51322048899214,7,0.3577425479888916,9
1,0.4703770197486535,0.37749546279491836,19.746193596652848,7,0.4385225772857666,12
1,0.4703770197486535,0.37749546279491836,19.746193596652848,8,0.7802531719207764,15
1,0.4703770197486535,0.36727272727272725,21.919500346981263,9,1.1668274402618408,16
1,0.4703770197486535,0.3224043715846995,31.458307262336785,9,12.459548711776733,19
1,0.4703770197486535,0.3224043715846995,31.458307262336785,10,13.393197059631348,20
1,0.4703770197486535,0.2354014598540146,49.95472780966178,10,13.479243278503418,23
1,0.4703770197486535,0.2354014598540146,49.95472780966178,11,27.123009204864502,26
1,0.4703770197486535,0.23217550274223034,50.64055151625103,11,196.64948105812073,29
1,0.4703770197486535,0.23217550274223034,50.64055151625103,11,211.20020246505737,32
1,0.4703770197486535,0.23217550274223034,50.64055151625103,11,438.28911566734314,35
2,0.4703770197486535,0.4703770197486535,0.0,2,0.040292978286743164,2
2,0.4703770197486535,0.43884892086330934,6.702729419517818,3,0.07548069953918457,3
2,0.4703770197486535,0.46126126126126127,1.9379685028539932,4,0.11413168907165527,4
2,0.4703770197486535,0.5090252707581228,-8.21644114972305,5,0.16076993942260742,5
2,0.4703770197486535,0.4719710669077758,-0.33888712505004914,6,0.22696805000305176,7
2,0.4703770197486535,0.4003623188405797,14.884804735037058,7,0.28336524963378906,8
2,0.4703770197486535,0.43920145190562615,6.627782934567261,8,0.35212230682373047,9
2,0.4703770197486535,0.3836363636363636,18.440666204024982,9,0.437877893447876,10
2,0.4703770197486535,0.3788706739526412,19.453830003198036,9,9.228697061538696,13
2,0.4703770197486535,0.3788706739526412,19.453830003198036,10,13.547067403793335,15
2,0.4703770197486535,0.3704379562043796,21.246587173343727,10,65.96192240715027,18
2,0.4703770197486535,0.3704379562043796,21.246587173343727,11,73.21395564079285,20
2,0.4703770197486535,0.3820840950639854,18.770671392885546,11,195.37115621566772,23
2,0.4703770197486535,0.3820840950639854,18.770671392885546,11,284.40354657173157,26
2,0.4703770197486535,0.3820840950639854,18.770671392885546,11,396.2547516822815,29
2,0.4703770197486535,0.3820840950639854,18.770671392885546,11,532.599643945694,32
