Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.3399570354457572,0.3399570354457572,0.0,2,48.52912759780884,2
0,0.3399570354457572,0.15314347125201505,54.95211003613712,3,97.18270540237427,4
0,0.3399570354457572,0.4456989247311828,-31.104486232142555,4,145.92896795272827,7
0,0.3399570354457572,0.40451855836471223,-18.991083045038582,5,194.58269047737122,10
0,0.3399570354457572,0.3982777179763186,-17.155309774392624,6,243.82882046699524,11
0,0.3399570354457572,0.3721055465805062,-9.456639452275294,7,295.2240025997162,12
0,0.3399570354457572,0.3459051724137931,-1.749673149207391,8,348.3842222690582,14
0,0.3399570354457572,0.3622641509433962,-6.561745506572476,9,399.24773955345154,16
0,0.3399570354457572,0.33279395900755127,2.107053448331675,9,486.9413192272186,19
1,0.3399570354457572,0.33279395900755127,2.107053448331675,2,52.481587171554565,3
1,0.3399570354457572,0.31516459794927143,7.292814947623469,2,105.60739612579346,6
1,0.3399570354457572,0.31516459794927143,7.292814947623469,2,158.2131040096283,9
1,0.3399570354457572,0.31516459794927143,7.292814947623469,3,210.32280445098877,10
1,0.3399570354457572,0.3126349892008639,8.036911549445712,4,260.63857555389404,11
1,0.3399570354457572,0.30740140464613724,9.576395663332136,5,311.2123513221741,12
1,0.3399570354457572,0.3075675675675676,9.527518039366369,6,361.6545298099518,14
1,0.3399570354457572,0.2650081124932396,22.046586814784813,7,412.1289508342743,17
2,0.3399570354457572,0.24134199134199133,29.008090382497965,2,50.44928526878357,2
2,0.3399570354457572,0.21602598808879264,36.45491472016873,2,101.03785252571106,5
2,0.3399570354457572,0.21602598808879264,36.45491472016873,3,152.20403170585632,8
2,0.3399570354457572,0.20368364030335862,40.085475790702404,4,204.01957273483276,11
2,0.3399570354457572,0.2086720867208672,38.618100241034,5,255.6264364719391,13
2,0.3399570354457572,0.21908893709327548,35.55393351221501,6,306.9368567466736,15
2,0.3399570354457572,0.21106890938686923,37.9130633051579,7,358.26011538505554,17
2,0.3399570354457572,0.21118349619978286,37.8793570420228,7,410.4977123737335,20
