Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.5574650912996778,0.5574650912996778,0.0,2,0.06721782684326172,2
0,0.5574650912996778,0.5325094035464804,4.476636859003242,2,0.2047715187072754,5
0,0.5574650912996778,0.5325094035464804,4.476636859003242,3,0.2725973129272461,6
0,0.5574650912996778,0.4827956989247312,13.394451695775588,4,0.38637757301330566,8
0,0.5574650912996778,0.4394835933297472,21.163925743739,5,0.4607360363006592,9
0,0.5574650912996778,0.48008611410118407,13.88050631441188,6,0.5393199920654297,10
0,0.5574650912996778,0.4453419493807216,20.11303374307288,7,0.6289918422698975,11
0,0.5574650912996778,0.34752155172413796,37.66039216663345,8,0.7277116775512695,12
0,0.5574650912996778,0.3595687331536388,35.49932744392337,8,7.048332214355469,15
0,0.5574650912996778,0.3595687331536388,35.49932744392337,9,7.2212488651275635,17
0,0.5574650912996778,0.3354908306364617,39.818504176773445,10,22.213974952697754,20
0,0.5574650912996778,0.34052887209929844,38.9147630203378,11,22.384451150894165,21
0,0.5574650912996778,0.32883369330453566,41.01268430317482,11,1033.5572762489319,24
1,0.5574650912996778,0.32883369330453566,41.01268430317482,1,0.13879084587097168,4
1,0.5574650912996778,0.32883369330453566,41.01268430317482,2,0.19777607917785645,5
1,0.5574650912996778,0.3479200432198811,37.588909395431735,3,0.2938382625579834,7
1,0.5574650912996778,0.33945945945945943,39.106597927407186,3,0.4208841323852539,10
1,0.5574650912996778,0.33945945945945943,39.106597927407186,4,0.4925730228424072,11
1,0.5574650912996778,0.3299080584099513,40.81996100584497,5,0.6032121181488037,13
1,0.5574650912996778,0.3262987012987013,41.46741986337362,6,0.6799337863922119,14
1,0.5574650912996778,0.331348132106118,40.561635647245495,7,0.7695896625518799,15
1,0.5574650912996778,0.3347778981581798,39.946392449852524,8,0.9110782146453857,17
1,0.5574650912996778,0.3322493224932249,40.399977024818426,9,4.178288459777832,19
1,0.5574650912996778,0.32266811279826463,42.1186872803113,10,7.487624645233154,20
1,0.5574650912996778,0.30222463374932174,45.78590866654749,11,12.0510892868042,21
1,0.5574650912996778,0.30293159609120524,45.65909133701117,11,394.0141444206238,24
1,0.5574650912996778,0.30293159609120524,45.65909133701117,11,585.5568659305573,27
2,0.5574650912996778,0.30293159609120524,45.65909133701117,2,0.06630158424377441,2
2,0.5574650912996778,0.3009234111895709,46.019326432082764,3,0.12628579139709473,3
2,0.5574650912996778,0.29782608695652174,46.5749350758147,4,0.18845772743225098,4
2,0.5574650912996778,0.29798803697661774,46.545883925774355,5,0.2592616081237793,5
2,0.5574650912996778,0.2807399347116431,49.639907665406604,6,0.3717367649078369,7
2,0.5574650912996778,0.2874251497005988,48.44069087259008,6,1.5311264991760254,10
2,0.5574650912996778,0.2874251497005988,48.44069087259008,6,1.9904932975769043,13
2,0.5574650912996778,0.2874251497005988,48.44069087259008,7,2.1150667667388916,15
2,0.5574650912996778,0.28649237472766886,48.60801524634688,8,2.2422585487365723,17
2,0.5574650912996778,0.244141689373297,56.20502643419278,8,7.393621444702148,20
2,0.5574650912996778,0.244141689373297,56.20502643419278,9,7.503340721130371,21
2,0.5574650912996778,0.24263904034896402,56.47457676977159,10,10.182870864868164,23
2,0.5574650912996778,0.20949263502454993,62.42049263817804,11,58.593194246292114,26
2,0.5574650912996778,0.21233624454148473,61.910396210381066,11,154.15466141700745,29
2,0.5574650912996778,0.21233624454148473,61.910396210381066,11,405.17852902412415,32
