MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.4905149051490515,0.0,0.4905149051490515,2,0.33497071266174316,2
0.45108695652173914,0.08038073504684122,0.4905149051490515,3,0.38170742988586426,4
0.40599455040871935,0.17230945248167162,0.4905149051490515,4,0.4159257411956787,5
0.40437158469945356,0.1756181505298433,0.4905149051490515,5,0.4591546058654785,6
0.44931506849315067,0.0839930371603724,0.4905149051490515,6,0.5055267810821533,7
0.45879120879120877,0.0646742760002429,0.4905149051490515,7,0.5563459396362305,8
0.46005509641873277,0.06209762111319122,0.4905149051490515,7,0.7722620964050293,11
0.46005509641873277,0.06209762111319122,0.4905149051490515,8,0.8520526885986328,13
0.4613259668508287,0.059506730563780134,0.4905149051490515,9,1.8040523529052734,15
0.4626038781163435,0.05690148605010632,0.4905149051490515,10,1.9063527584075928,16
0.4166666666666667,0.15055248618784528,0.4905149051490515,11,14.497987270355225,19
0.4233983286908078,0.1368288216192924,0.4905149051490515,11,77.26391553878784,22
0.4233983286908078,0.1368288216192924,0.4905149051490515,11,120.06417918205261,25
0.4233983286908078,0.1368288216192924,0.4905149051490515,11,192.98069024085999,28
0.4233983286908078,0.1368288216192924,0.4905149051490515,11,276.5075876712799,31
0.4233983286908078,0.1368288216192924,0.4905149051490515,11,329.3731610774994,34
