MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.5501355013550135,0.0,0.5501355013550135,2,0.31213998794555664,2
0.5516304347826086,-0.002717391304347747,0.5501355013550135,3,0.3444173336029053,3
0.553133514986376,-0.005449591280653873,0.5501355013550135,4,0.37856006622314453,4
0.505464480874317,0.08120003230234998,0.5501355013550135,5,0.41615724563598633,5
0.3589041095890411,0.347607800796275,0.5501355013550135,6,0.45966410636901855,6
0.3873626373626374,0.2958777675526444,0.5501355013550135,7,0.5314533710479736,8
0.3884297520661157,0.29393803688474535,0.5501355013550135,8,0.5979013442993164,9
0.3756906077348066,0.3170944125411643,0.5501355013550135,9,4.326033592224121,12
0.3684210526315789,0.3303085299455536,0.5501355013550135,10,4.666556119918823,13
0.3333333333333333,0.39408866995073893,0.5501355013550135,11,35.91158199310303,15
0.34818941504178275,0.36708426526887766,0.5501355013550135,11,288.39050030708313,18
0.34818941504178275,0.36708426526887766,0.5501355013550135,11,524.0469629764557,21
