Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.37305421363392377,0.37305421363392377,0.0,2,100.76433491706848,2
0,0.37305421363392377,0.14228187919463087,61.860267490705425,3,201.80387496948242,3
0,0.37305421363392377,0.14554242749731472,60.98625288812988,4,304.2975172996521,4
0,0.37305421363392377,0.405586892291163,-8.720630264523269,5,406.17053413391113,5
1,0.37305421363392377,0.4911337990327781,-31.652124834254046,2,101.94515252113342,2
1,0.37305421363392377,0.5063155065842515,-35.72169622539001,3,204.2239007949829,3
1,0.37305421363392377,0.49032258064516127,-31.43467161754467,4,306.85100388526917,4
1,0.37305421363392377,0.47432105404678676,-27.145341538009177,5,409.5895993709564,5
2,0.37305421363392377,0.48144163528778916,-29.054067128223195,2,102.31489562988281,2
2,0.37305421363392377,0.41969330104923325,-12.501959691326844,3,204.20504760742188,3
2,0.37305421363392377,0.11894510226049515,68.11586683290612,4,308.26589703559875,4
2,0.37305421363392377,0.11413189771197847,69.4060826708754,5,411.19958209991455,5
