yy m d hh mm ss cccccc lat lon TV TC FloV
2006 5 10 17 23 10 49071 33.804967 -116.780026 1.160000 18.657179 0.000000
2006 5 10 17 23 15 363042 33.804990 -116.779987 1.180000 19.171625 0.000000
2006 5 10 17 23 19 414926 33.805007 -116.779961 1.160000 18.657179 0.000000
2006 5 10 17 23 21 936890 33.805007 -116.779961 1.170000 18.915111 0.000000
2006 5 10 17 23 25 801097 33.805007 -116.779961 1.160000 18.657179 0.000000
2006 5 10 17 23 30 768966 33.805049 -116.779897 1.170000 18.915111 0.000000
2006 5 10 17 23 31 962432 33.805053 -116.779891 1.180000 19.171625 0.000000
2006 5 10 17 23 35 931541 33.805068 -116.779868 1.180000 19.171625 0.000000
2006 5 10 17 23 38 139722 33.805068 -116.779868 1.160000 18.657179 0.000000
2006 5 10 17 23 40 207274 33.805079 -116.779842 1.170000 18.915111 0.000000
2006 5 10 17 23 41 155855 33.805079 -116.779842 1.170000 18.915111 0.000000
2006 5 10 17 23 46 98724 33.805094 -116.779801 1.180000 19.171625 0.000000
2006 5 10 17 23 50 112636 33.805101 -116.779771 1.180000 19.171625 0.000000
2006 5 10 17 23 54 100341 33.805107 -116.779742 1.170000 18.915111 0.000000
2006 5 10 17 23 55 93942 33.805108 -116.779741 1.180000 19.171625 0.000000
2006 5 10 17 23 58 123727 33.805118 -116.779715 1.170000 18.915111 0.000000
2006 5 10 17 23 58 94329 33.805119 -116.779709 1.180000 19.171625 0.000000
2006 5 10 17 23 59 825521 33.805121 -116.779701 1.170000 18.915111 0.000000
2006 5 10 17 24 0 784552 33.805121 -116.779701 1.170000 18.915111 0.000000
2006 5 10 17 24 3 820531 33.805135 -116.779675 1.170000 18.915111 0.000000
2006 5 10 17 24 4 770663 33.805135 -116.779675 1.170000 18.915111 0.000000
2006 5 10 17 24 6 794841 33.805143 -116.779659 1.170000 18.915111 0.000000
2006 5 10 17 24 6 784774 33.805146 -116.779653 1.180000 19.171625 0.000000
2006 5 10 17 24 7 824947 33.805152 -116.779646 1.180000 19.171625 0.000000
2006 5 10 17 24 8 807019 33.805153 -116.779644 1.170000 18.915111 0.000000
2006 5 10 17 24 9 798126 33.805162 -116.779633 1.170000 18.915111 0.000000
2006 5 10 17 24 10 786022 33.805162 -116.779633 1.160000 18.657179 0.000000
2006 5 10 17 24 11 844328 33.805173 -116.779622 1.170000 18.915111 0.000000
2006 5 10 17 24 12 840950 33.805173 -116.779622 1.190000 19.426721 0.000000
2006 5 10 17 24 13 839940 33.805183 -116.779611 1.170000 18.915111 0.000000
2006 5 10 17 24 15 866188 33.805194 -116.779601 1.170000 18.915111 0.000000
2006 5 10 17 24 16 867865 33.805194 -116.779601 1.180000 19.171625 0.000000
2006 5 10 17 24 17 578103 33.805206 -116.779592 1.170000 18.915111 0.000000
2006 5 10 17 24 18 545806 33.805206 -116.779592 1.180000 19.171625 0.000000
2006 5 10 17 24 19 727290 33.805218 -116.779584 1.180000 19.171625 0.000000
2006 5 10 17 24 20 684932 33.805218 -116.779584 1.180000 19.171625 0.000000
2006 5 10 17 24 21 698208 33.805232 -116.779575 1.170000 18.915111 0.000000
2006 5 10 17 24 24 227719 33.805232 -116.779575 1.180000 19.171625 0.000000
2006 5 10 17 24 24 227810 33.805244 -116.779567 1.170000 18.915111 0.000000
2006 5 10 17 24 26 172772 33.805256 -116.779559 1.160000 18.657179 0.000000
2006 5 10 17 24 28 156341 33.805270 -116.779552 1.170000 18.915111 0.000000
2006 5 10 17 24 29 112980 33.805270 -116.779552 1.180000 19.171625 0.000000
2006 5 10 17 24 30 226215 33.805282 -116.779546 1.180000 19.171625 0.000000
2006 5 10 17 24 31 182008 33.805282 -116.779546 1.170000 18.915111 0.000000
2006 5 10 17 24 34 970212 33.805306 -116.779533 1.160000 18.657179 0.000000
2006 5 10 17 24 34 960367 33.805306 -116.779532 1.170000 18.915111 0.000000
2006 5 10 17 24 37 951563 33.805332 -116.779520 1.170000 18.915111 0.000000
2006 5 10 17 24 39 961715 33.805346 -116.779515 1.160000 18.657179 0.000000
2006 5 10 17 24 40 953331 33.805346 -116.779515 1.170000 18.915111 0.000000
2006 5 10 17 24 42 56355 33.805359 -116.779507 1.180000 19.171625 0.000000
2006 5 10 17 24 43 37151 33.805371 -116.779501 1.170000 18.915111 0.000000
2006 5 10 17 24 44 45734 33.805371 -116.779501 1.180000 19.171625 0.000000
2006 5 10 17 24 46 34554 33.805383 -116.779496 1.180000 19.171625 0.000000
2006 5 10 17 24 47 28577 33.805383 -116.779496 1.190000 19.426721 0.000000
2006 5 10 17 24 49 567625 33.805385 -116.779495 1.180000 19.171625 0.000000
2006 5 10 17 24 48 614522 33.805396 -116.779490 1.170000 18.915111 0.000000
2006 5 10 17 24 50 584789 33.805409 -116.779483 1.170000 18.915111 0.000000
2006 5 10 17 24 51 614097 33.805410 -116.779483 1.170000 18.915111 0.000000
2006 5 10 17 24 51 559318 33.805421 -116.779478 1.170000 18.915111 0.000000
2006 5 10 17 24 52 575513 33.805473 -116.779478 1.180000 19.171625 0.000000
2006 5 10 17 24 55 689091 33.805445 -116.779464 1.170000 18.915111 0.000000
2006 5 10 17 24 56 669799 33.805445 -116.779464 1.190000 19.426721 0.000000
2006 5 10 17 24 56 649479 33.805445 -116.779464 1.190000 19.426721 0.000000
2006 5 10 17 24 58 691346 33.805457 -116.779456 1.170000 18.915111 0.000000
2006 5 10 17 24 59 726215 33.805457 -116.779456 1.180000 19.171625 0.000000
2006 5 10 17 25 1 731583 33.805477 -116.779440 1.180000 19.171625 0.000000
2006 5 10 17 25 3 574 33.805477 -116.779440 1.180000 19.171625 0.000000
2006 5 10 17 25 4 15991 33.805487 -116.779431 1.170000 18.915111 0.000000
2006 5 10 17 25 6 763898 33.805487 -116.779431 1.180000 19.171625 0.000000
2006 5 10 17 25 5 856195 33.805497 -116.779420 1.180000 19.171625 0.000000
2006 5 10 17 25 7 843915 33.805506 -116.779410 1.170000 18.915111 0.000000
2006 5 10 17 25 8 819866 33.805506 -116.779410 1.190000 19.426721 0.000000
2006 5 10 17 25 11 369843 33.805515 -116.779399 1.180000 19.171625 0.000000
2006 5 10 17 25 11 390590 33.805524 -116.779389 1.170000 18.915111 0.000000
2006 5 10 17 25 13 339442 33.805533 -116.779379 1.170000 18.915111 0.000000
2006 5 10 17 25 14 288564 33.805533 -116.779379 1.170000 18.915111 0.000000
2006 5 10 17 25 15 285829 33.805534 -116.779378 1.170000 18.915111 0.000000
2006 5 10 17 25 16 277107 33.805543 -116.779368 1.170000 18.915111 0.000000
2006 5 10 17 25 17 288567 33.805543 -116.779368 1.180000 19.171625 0.000000
2006 5 10 17 25 20 239768 33.805560 -116.779342 1.180000 19.171625 0.000000
2006 5 10 17 25 22 162871 33.805569 -116.779331 1.160000 18.657179 0.000000
2006 5 10 17 25 23 152692 33.805569 -116.779331 1.180000 19.171625 0.000000
2006 5 10 17 25 24 401719 33.805577 -116.779320 1.170000 18.915111 0.000000
2006 5 10 17 25 26 421813 33.805583 -116.779308 1.180000 19.171625 0.000000
2006 5 10 17 25 26 496931 33.805585 -116.779300 1.170000 18.915111 0.000000
2006 5 10 17 25 27 656609 33.805591 -116.779297 1.170000 18.915111 0.000000
2006 5 10 17 25 29 70180 33.805591 -116.779297 1.170000 18.915111 0.000000
2006 5 10 17 25 30 80413 33.805598 -116.779286 1.180000 19.171625 0.000000
2006 5 10 17 25 30 60691 33.805600 -116.779282 1.170000 18.915111 0.000000
2006 5 10 17 25 33 444614 33.805605 -116.779276 1.180000 19.171625 0.000000
2006 5 10 17 25 32 632332 33.805605 -116.779276 1.170000 18.915111 0.000000
2006 5 10 17 25 34 635923 33.805613 -116.779265 1.180000 19.171625 0.000000
2006 5 10 17 25 34 665362 33.805614 -116.779263 1.170000 18.915111 0.000000
2006 5 10 17 25 35 796568 33.805620 -116.779253 1.170000 18.915111 0.000000
2006 5 10 17 25 39 87018 33.805627 -116.779243 1.190000 19.426721 0.000000
2006 5 10 17 25 40 146187 33.805627 -116.779243 1.170000 18.915111 0.000000
2006 5 10 17 25 39 527742 33.805634 -116.779232 1.180000 19.171625 0.000000
2006 5 10 17 25 40 458355 33.805634 -116.779232 1.180000 19.171625 0.000000
2006 5 10 17 25 43 539903 33.805649 -116.779208 1.170000 18.915111 0.000000
2006 5 10 17 25 45 7765 33.805652 -116.779204 1.190000 19.426721 0.000000
2006 5 10 17 25 46 34997 33.805659 -116.779191 1.170000 18.915111 0.000000
2006 5 10 17 25 47 36008 33.805665 -116.779186 1.170000 18.915111 0.000000
2006 5 10 17 25 48 673792 33.805665 -116.779186 1.180000 19.171625 0.000000
2006 5 10 17 25 54 279047 33.805682 -116.779169 1.190000 19.426721 0.000000
2006 5 10 17 25 53 925715 33.805690 -116.779159 1.180000 19.171625 0.000000
2006 5 10 17 25 54 956637 33.805690 -116.779159 1.170000 18.915111 0.000000
2006 5 10 17 25 55 916168 33.805690 -116.779159 1.190000 19.426721 0.000000
2006 5 10 17 25 57 922015 33.805708 -116.779143 1.190000 19.426721 0.000000
2006 5 10 17 25 58 485940 33.805708 -116.779143 1.170000 18.915111 0.000000
2006 5 10 17 25 59 682947 33.805717 -116.779133 1.180000 19.171625 0.000000
2006 5 10 17 26 0 690994 33.805717 -116.779133 1.170000 18.915111 0.000000
2006 5 10 17 26 1 781135 33.805750 -116.779133 1.180000 19.171625 0.000000
2006 5 10 17 26 2 167820 33.805729 -116.779125 1.170000 18.915111 0.000000
2006 5 10 17 26 5 469916 33.805748 -116.779112 1.170000 18.915111 0.000000
2006 5 10 17 26 6 667771 33.805748 -116.779112 1.190000 19.426721 0.000000
2006 5 10 17 26 7 744176 33.805748 -116.779112 1.170000 18.915111 0.000000
2006 5 10 17 26 8 721682 33.805748 -116.779112 1.170000 18.915111 0.000000
2006 5 10 17 26 11 776782 33.805770 -116.779097 1.170000 18.915111 0.000000
2006 5 10 17 26 12 808872 33.805770 -116.779097 1.170000 18.915111 0.000000
2006 5 10 17 26 14 860024 33.805775 -116.779092 1.180000 19.171625 0.000000
2006 5 10 17 26 16 2817 33.805779 -116.779086 1.170000 18.915111 0.000000
2006 5 10 17 26 16 997882 33.805779 -116.779086 1.180000 19.171625 0.000000
2006 5 10 17 26 21 744672 33.805787 -116.779073 1.180000 19.171625 0.000000
2006 5 10 17 26 21 765758 33.805791 -116.779067 1.180000 19.171625 0.000000
2006 5 10 17 26 22 754449 33.805791 -116.779067 1.180000 19.171625 0.050000
2006 5 10 17 26 23 775047 33.805795 -116.779061 1.180000 19.171625 0.060000
2006 5 10 17 26 25 748544 33.805798 -116.779054 1.180000 19.171625 0.070000
2006 5 10 17 26 26 789492 33.805783 -116.779054 1.180000 19.171625 0.060000
2006 5 10 17 26 28 804911 33.805800 -116.779048 1.170000 18.915111 0.060000
2006 5 10 17 26 29 838130 33.805799 -116.779046 1.180000 19.171625 0.060000
2006 5 10 17 26 31 797483 33.805800 -116.779043 1.180000 19.171625 0.000000
2006 5 10 17 26 32 803073 33.805800 -116.779043 1.170000 18.915111 0.240000
2006 5 10 17 26 33 784504 33.805800 -116.779042 1.180000 19.171625 0.240000
2006 5 10 17 26 33 802258 33.805801 -116.779039 1.170000 18.915111 0.240000
2006 5 10 17 26 35 795082 33.805807 -116.779039 1.180000 19.171625 0.240000
2006 5 10 17 26 36 847002 33.805807 -116.779039 1.180000 19.171625 0.240000
2006 5 10 17 26 37 815813 33.805807 -116.779014 1.170000 18.915111 0.240000
2006 5 10 17 29 30 539084 33.805758 -116.779060 1.170000 18.915111 0.300000
2006 5 10 17 29 31 567289 33.805758 -116.779061 1.190000 19.426721 0.300000
2006 5 10 17 29 30 499864 33.805758 -116.779062 1.190000 19.426721 0.000000
2006 5 10 17 29 31 486511 33.805758 -116.779062 1.180000 19.171625 0.300000
2006 5 10 17 29 32 477440 33.805758 -116.779062 1.180000 19.171625 0.300000
2006 5 10 17 29 33 545815 33.805758 -116.779063 1.180000 19.171625 0.300000
2006 5 10 17 29 31 523093 33.805758 -116.779066 1.180000 19.171625 0.300000
2006 5 10 17 29 32 548320 33.805758 -116.779066 1.180000 19.171625 0.300000
2006 5 10 17 29 33 488659 33.805758 -116.779066 1.170000 18.915111 0.300000
2006 5 10 17 29 34 119489 33.805758 -116.779067 1.190000 19.426721 0.300000
2006 5 10 17 29 35 78393 33.805758 -116.779064 1.180000 19.171625 0.300000
2006 5 10 17 29 36 64228 33.805758 -116.779064 1.180000 19.171625 0.300000
2006 5 10 17 29 37 16630 33.805758 -116.779065 1.170000 18.915111 0.300000
2006 5 10 17 29 34 19578 33.805757 -116.779070 1.190000 19.426721 0.300000
2006 5 10 17 29 35 816272 33.805757 -116.779071 1.170000 18.915111 0.300000
2006 5 10 17 29 35 752087 33.805754 -116.779072 1.170000 18.915111 0.000000
2006 5 10 17 29 36 680985 33.805754 -116.779072 1.170000 18.915111 0.000000
2006 5 10 17 29 37 668417 33.805749 -116.779074 1.180000 19.171625 0.300000
2006 5 10 17 29 38 620343 33.805749 -116.779074 1.180000 19.171625 0.300000
2006 5 10 17 29 40 635488 33.805743 -116.779075 1.180000 19.171625 0.300000
2006 5 10 17 29 41 564409 33.805736 -116.779077 1.190000 19.426721 0.300000
2006 5 10 17 29 42 567829 33.805736 -116.779077 1.190000 19.426721 0.300000
2006 5 10 17 29 44 539736 33.805729 -116.779079 1.180000 19.171625 0.310000
2006 5 10 17 29 45 509936 33.805722 -116.779078 1.190000 19.426721 0.300000
2006 5 10 17 29 47 108102 33.805722 -116.779078 1.170000 18.915111 0.310000
2006 5 10 17 29 48 91575 33.805715 -116.779079 1.190000 19.426721 0.310000
2006 5 10 17 29 49 71279 33.805711 -116.779083 1.180000 19.171625 0.310000
2006 5 10 17 29 50 59730 33.805711 -116.779083 1.180000 19.171625 0.310000
2006 5 10 17 29 51 13389 33.805705 -116.779085 1.180000 19.171625 0.310000
2006 5 10 17 29 52 11326 33.805705 -116.779085 1.170000 18.915111 0.310000
2006 5 10 17 29 53 966535 33.805703 -116.779086 1.180000 19.171625 0.310000
2006 5 10 17 29 55 905103 33.805700 -116.779088 1.190000 19.426721 0.000000
2006 5 10 17 29 56 889994 33.805700 -116.779088 1.190000 19.426721 0.310000
2006 5 10 17 29 57 503826 33.805700 -116.779088 1.190000 19.426721 0.310000
2006 5 10 17 29 57 483841 33.805698 -116.779090 1.180000 19.171625 0.310000
2006 5 10 17 30 1 449165 33.805698 -116.779090 1.180000 19.171625 0.000000
2006 5 10 17 30 2 431642 33.805684 -116.779109 1.190000 19.426721 0.310000
2006 5 10 17 30 3 434448 33.805681 -116.779109 1.180000 19.171625 0.310000
2006 5 10 17 30 4 374171 33.805681 -116.779109 1.170000 18.915111 0.310000
2006 5 10 17 30 5 397233 33.805681 -116.779109 1.170000 18.915111 0.310000
2006 5 10 17 30 6 374851 33.805678 -116.779109 1.190000 19.426721 0.310000
2006 5 10 17 30 7 372491 33.805675 -116.779105 1.180000 19.171625 0.310000
2006 5 10 17 30 9 109817 33.805675 -116.779105 1.190000 19.426721 0.310000
2006 5 10 17 30 10 88226 33.805669 -116.779106 1.190000 19.426721 0.000000
2006 5 10 17 30 12 68941 33.805662 -116.779109 1.170000 18.915111 0.310000
2006 5 10 17 30 13 72709 33.805662 -116.779109 1.180000 19.171625 0.310000
2006 5 10 17 30 14 12018 33.805655 -116.779113 1.180000 19.171625 0.310000
2006 5 10 17 30 15 800007 33.805655 -116.779113 1.180000 19.171625 0.310000
2006 5 10 17 30 15 805269 33.805647 -116.779115 1.170000 18.915111 0.310000
2006 5 10 17 30 16 774979 33.805647 -116.779115 1.180000 19.171625 0.310000
2006 5 10 17 30 17 773720 33.805647 -116.779115 1.180000 19.171625 0.310000
2006 5 10 17 30 17 704272 33.805638 -116.779121 1.180000 19.171625 0.000000
2006 5 10 17 30 19 422056 33.805638 -116.779121 1.180000 19.171625 0.310000
2006 5 10 17 30 19 421254 33.805630 -116.779122 1.180000 19.171625 0.310000
2006 5 10 17 30 20 383438 33.805628 -116.779122 1.170000 18.915111 0.310000
2006 5 10 17 30 21 360536 33.805628 -116.779122 1.170000 18.915111 0.310000
2006 5 10 17 30 24 314527 33.805614 -116.779122 1.180000 19.171625 0.310000
2006 5 10 17 30 25 298858 33.805614 -116.779122 1.180000 19.171625 0.000000
2006 5 10 17 30 25 271860 33.805607 -116.779124 1.170000 18.915111 0.310000
2006 5 10 17 30 26 242488 33.805607 -116.779124 1.180000 19.171625 0.310000
2006 5 10 17 30 27 206442 33.805017 -116.779124 1.180000 19.171625 0.310000
2006 5 10 17 30 29 185423 33.805591 -116.779131 1.180000 19.171625 0.310000
2006 5 10 17 30 31 129971 33.805591 -116.779131 1.190000 19.426721 0.310000
2006 5 10 17 30 32 137893 33.805585 -116.779135 1.190000 19.426721 0.310000
2006 5 10 17 30 32 234703 33.805585 -116.779135 1.170000 18.915111 0.310000
2006 5 10 17 30 33 202222 33.805585 -116.779135 1.180000 19.171625 0.310000
2006 5 10 17 30 36 725907 33.805571 -116.779148 1.180000 19.171625 0.310000
2006 5 10 17 30 37 799429 33.805563 -116.779156 1.170000 18.915111 0.310000
2006 5 10 17 30 38 767528 33.805563 -116.779156 1.180000 19.171625 0.310000
2006 5 10 17 30 40 59738 33.805557 -116.779161 1.180000 19.171625 0.310000
2006 5 10 17 30 42 921714 33.805557 -116.779161 1.190000 19.426721 0.310000
2006 5 10 17 30 40 949123 33.805555 -116.779162 1.170000 18.915111 0.310000
2006 5 10 17 30 42 425455 33.805550 -116.779167 1.180000 19.171625 0.310000
2006 5 10 17 30 43 402459 33.805542 -116.779174 1.190000 19.426721 0.310000
2006 5 10 17 30 45 430845 33.805535 -116.779179 1.170000 18.915111 0.310000
2006 5 10 17 30 48 20855 33.805535 -116.779179 1.190000 19.426721 0.310000
2006 5 10 17 30 48 8886 33.805528 -116.779186 1.190000 19.426721 0.310000
2006 5 10 17 30 49 42347 33.805000 -116.779186 1.190000 19.426721 0.310000
2006 5 10 17 30 51 732774 33.805513 -116.779199 1.170000 18.915111 0.310000
2006 5 10 17 30 54 500775 33.805513 -116.779199 1.180000 19.171625 0.310000
2006 5 10 17 30 53 635156 33.805506 -116.779206 1.190000 19.426721 0.310000
2006 5 10 17 30 55 57545 33.805506 -116.779206 1.190000 19.426721 0.310000
2006 5 10 17 30 56 78429 33.805498 -116.779214 1.180000 19.171625 0.310000
2006 5 10 17 31 1 209148 33.805483 -116.779226 1.180000 19.171625 0.000000
2006 5 10 17 31 2 803809 33.805483 -116.779226 1.170000 18.915111 0.310000
2006 5 10 17 31 1 780818 33.805475 -116.779233 1.180000 19.171625 0.320000
2006 5 10 17 31 3 367190 33.805475 -116.779233 1.190000 19.426721 0.310000
2006 5 10 17 31 7 53916 33.805450 -116.779247 1.170000 18.915111 0.320000
2006 5 10 17 31 8 652034 33.805452 -116.779254 1.190000 19.426721 0.320000
2006 5 10 17 31 9 634856 33.805452 -116.779254 1.180000 19.171625 0.320000
2006 5 10 17 31 11 666267 33.805437 -116.779272 1.180000 19.171625 0.320000
2006 5 10 17 31 12 598029 33.805437 -116.779272 1.170000 18.915111 0.320000
2006 5 10 17 31 14 376736 33.805427 -116.779282 1.180000 19.171625 0.320000
2006 5 10 17 31 15 382887 33.805422 -116.779287 1.170000 18.915111 0.000000
2006 5 10 17 31 16 375256 33.805422 -116.779287 1.170000 18.915111 0.320000
2006 5 10 17 31 20 54202 33.805406 -116.779303 1.180000 19.171625 0.320000
2006 5 10 17 31 21 80544 33.805398 -116.779310 1.190000 19.426721 0.310000
2006 5 10 17 31 23 771125 33.805397 -116.779311 1.180000 19.171625 0.310000
2006 5 10 17 31 26 875656 33.805380 -116.779324 1.170000 18.915111 0.310000
2006 5 10 17 31 28 615747 33.805372 -116.779330 1.180000 19.171625 0.320000
2006 5 10 17 31 31 526750 33.805355 -116.779343 1.170000 18.915111 0.320000
2006 5 10 17 31 33 545054 33.805355 -116.779343 1.170000 18.915111 0.320000
2006 5 10 17 31 34 470183 33.805347 -116.779348 1.190000 19.426721 0.330000
2006 5 10 17 31 35 408558 33.805347 -116.779348 1.190000 19.426721 0.320000
2006 5 10 17 31 37 897871 33.805332 -116.779358 1.180000 19.171625 0.320000
2006 5 10 17 31 38 870676 33.805330 -116.779360 1.180000 19.171625 0.320000
2006 5 10 17 31 40 185293 33.805325 -116.779364 1.180000 19.171625 0.330000
2006 5 10 17 31 41 924787 33.805318 -116.779370 1.190000 19.426721 0.320000
2006 5 10 17 31 44 280372 33.805318 -116.779370 1.190000 19.426721 0.320000
2006 5 10 17 31 48 35651 33.805318 -116.779370 1.180000 19.171625 0.320000
2006 5 10 17 31 45 12453 33.805304 -116.779380 1.190000 19.426721 0.320000
2006 5 10 17 31 47 682013 33.805297 -116.779385 1.180000 19.171625 0.330000
2006 5 10 17 31 52 729599 33.805297 -116.779385 1.180000 19.171625 0.320000
2006 5 10 17 31 51 771071 33.805283 -116.779395 1.190000 19.426721 0.320000
2006 5 10 17 31 55 518603 33.805283 -116.779395 1.170000 18.915111 0.320000
2006 5 10 17 31 55 13294 33.805283 -116.779395 1.190000 19.426721 0.320000
2006 5 10 17 31 56 29342 33.805272 -116.779402 1.190000 19.426721 0.320000
2006 5 10 17 31 59 54961 33.805250 -116.779409 1.180000 19.171625 0.320000
2006 5 10 17 32 2 563508 33.805259 -116.779412 1.180000 19.171625 0.320000
2006 5 10 17 32 2 570031 33.805254 -116.779415 1.180000 19.171625 0.320000
2006 5 10 17 32 5 755346 33.805242 -116.779431 1.170000 18.915111 0.320000
2006 5 10 17 32 7 774469 33.805237 -116.779439 1.180000 19.171625 0.320000
2006 5 10 17 32 11 884084 33.805224 -116.779454 1.180000 19.171625 0.320000
2006 5 10 17 32 15 819101 33.805213 -116.779466 1.170000 18.915111 0.320000
2006 5 10 17 32 16 888992 33.805213 -116.779466 1.180000 19.171625 0.320000
2006 5 10 17 32 23 457215 33.805185 -116.779485 1.170000 18.915111 0.320000
2006 5 10 17 32 29 863172 33.805171 -116.779490 1.180000 19.171625 0.320000
2006 5 10 17 32 28 859596 33.805170 -116.779490 1.180000 19.171625 0.320000
2006 5 10 17 32 29 290115 33.805163 -116.779493 1.170000 18.915111 0.330000
2006 5 10 17 32 34 506526 33.805155 -116.779498 1.170000 18.915111 0.320000
2006 5 10 17 32 38 972715 33.805155 -116.779498 1.170000 18.915111 0.320000
2006 5 10 17 32 37 60754 33.805155 -116.779498 1.170000 18.915111 0.320000
2006 5 10 17 32 39 656094 33.805130 -116.779520 1.170000 18.915111 0.320000
2006 5 10 17 32 42 660972 33.805125 -116.779526 1.170000 18.915111 0.320000
2006 5 10 17 32 49 649113 33.805102 -116.779559 1.170000 18.915111 0.330000
2006 5 10 17 32 50 653903 33.805101 -116.779559 1.180000 19.171625 0.330000
2006 5 10 17 32 53 623614 33.805092 -116.779577 1.180000 19.171625 0.330000
2006 5 10 17 32 54 599587 33.805092 -116.779577 1.160000 18.657179 0.330000
2006 5 10 17 32 56 831130 33.805092 -116.779577 1.180000 19.171625 0.330000
2006 5 10 17 33 1 773514 33.805071 -116.779607 1.170000 18.915111 0.330000
2006 5 10 17 33 2 806163 33.805070 -116.779608 1.170000 18.915111 0.330000
2006 5 10 17 33 7 836067 33.805056 -116.779628 1.170000 18.915111 0.330000
2006 5 10 17 33 10 828461 33.805050 -116.779638 1.170000 18.915111 0.330000
2006 5 10 17 33 11 835666 33.805050 -116.779638 1.180000 19.171625 0.330000
2006 5 10 17 33 13 804676 33.805040 -116.779655 1.190000 19.426721 0.330000
2006 5 10 17 33 14 867616 33.805040 -116.779655 1.170000 18.915111 0.330000
2006 5 10 17 33 15 411422 33.805036 -116.779663 0.000000 nan 0.000000
2006 5 10 17 33 17 278937 33.805036 -116.779663 1.180000 19.171625 0.330000
2006 5 10 17 33 20 267845 33.805028 -116.779683 1.170000 18.915111 0.330000
2006 5 10 17 33 21 243954 33.805028 -116.779684 1.170000 18.915111 0.000000
2006 5 10 17 33 22 247264 33.805028 -116.779684 1.190000 19.426721 0.330000
2006 5 10 17 33 22 118203 33.805024 -116.779690 1.180000 19.171625 0.330000
2006 5 10 17 33 23 129158 33.805024 -116.779690 1.170000 18.915111 0.330000
2006 5 10 17 33 24 117830 33.805020 -116.779698 1.170000 18.915111 0.330000
2006 5 10 17 33 25 129720 33.805019 -116.779698 1.190000 19.426721 0.330000
2006 5 10 17 33 26 95629 33.805015 -116.779707 1.170000 18.915111 0.330000
2006 5 10 17 33 27 97740 33.805014 -116.779708 1.190000 19.426721 0.330000
2006 5 10 17 33 28 140656 33.805010 -116.779714 1.190000 19.426721 0.330000
2006 5 10 17 33 29 168394 33.805010 -116.779715 1.190000 19.426721 0.320000
2006 5 10 17 33 30 162178 33.805010 -116.779715 1.180000 19.171625 0.330000
2006 5 10 17 33 31 254439 33.805002 -116.779726 1.170000 18.915111 0.330000
2006 5 10 17 33 34 281408 33.805002 -116.779726 1.170000 18.915111 0.330000
2006 5 10 17 33 33 300969 33.804833 -116.779726 1.170000 18.915111 0.330000
2006 5 10 17 33 34 308795 33.804996 -116.779730 1.190000 19.426721 0.330000
2006 5 10 17 33 35 280710 33.804996 -116.779730 1.170000 18.915111 0.330000
2006 5 10 17 33 38 289073 33.804987 -116.779741 1.170000 18.915111 0.330000
2006 5 10 17 33 40 318241 33.804987 -116.779741 1.180000 19.171625 0.330000
2006 5 10 17 33 40 305504 33.804982 -116.779748 1.190000 19.426721 0.330000
2006 5 10 17 33 41 302039 33.804982 -116.779749 1.180000 19.171625 0.330000
2006 5 10 17 33 41 428125 33.804976 -116.779755 1.170000 18.915111 0.330000
2006 5 10 17 33 45 405743 33.804969 -116.779769 1.170000 18.915111 0.330000
2006 5 10 17 33 45 421611 33.804963 -116.779779 1.190000 19.426721 0.330000
2006 5 10 17 33 50 56403 33.804951 -116.779796 1.180000 19.171625 0.330000
2006 5 10 17 33 51 76303 33.804946 -116.779801 1.170000 18.915111 0.330000
2006 5 10 17 33 53 525897 33.804946 -116.779801 1.180000 19.171625 0.330000
2006 5 10 17 33 54 552523 33.804945 -116.779801 1.170000 18.915111 0.330000
2006 5 10 17 33 55 507264 33.804934 -116.779811 1.180000 19.171625 0.330000
2006 5 10 17 33 58 655095 33.804934 -116.779811 1.170000 18.915111 0.330000
2006 5 10 17 33 58 696348 33.804929 -116.779819 1.170000 18.915111 0.330000
2006 5 10 17 33 59 637684 33.804929 -116.779819 1.170000 18.915111 0.330000
2006 5 10 17 34 1 57555 33.804926 -116.779829 1.160000 18.657179 0.330000
2006 5 10 17 34 1 255605 33.804919 -116.779835 1.160000 18.657179 0.330000
2006 5 10 17 34 3 595896 33.804914 -116.779843 1.170000 18.915111 0.330000
2006 5 10 17 34 4 615430 33.804915 -116.779842 1.180000 19.171625 0.330000
2006 5 10 17 34 9 941773 33.804902 -116.779861 1.160000 18.657179 0.330000
2006 5 10 17 34 9 951907 33.804897 -116.779870 1.170000 18.915111 0.330000
2006 5 10 17 34 14 654608 33.804888 -116.779884 1.170000 18.915111 0.330000
2006 5 10 17 34 15 664498 33.804883 -116.779890 1.150000 18.397835 0.330000
2006 5 10 17 34 17 643853 33.804878 -116.779900 1.160000 18.657179 0.330000
2006 5 10 17 34 19 679585 33.804874 -116.779911 1.170000 18.915111 0.330000
2006 5 10 17 34 21 818012 33.804871 -116.779920 1.180000 19.171625 0.330000
2006 5 10 17 34 22 851383 33.804871 -116.779920 1.180000 19.171625 0.330000
2006 5 10 17 34 22 831654 33.804870 -116.779922 1.170000 18.915111 0.330000
2006 5 10 17 34 24 42670 33.804868 -116.779929 1.180000 19.171625 0.330000
2006 5 10 17 34 26 20926 33.804863 -116.779943 1.160000 18.657179 0.320000
