Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.4553035356904603,0.4553035356904603,0.0,2,77.94149279594421,2
0,0.4553035356904603,0.41975308641975306,7.808076696965586,3,156.4297091960907,3
0,0.4553035356904603,0.38985313751668893,14.37511309340414,4,234.33728289604187,4
0,0.4553035356904603,0.3672787979966611,19.333198798975094,5,313.3785638809204,5
0,0.4553035356904603,0.3610554442217769,20.70005701268226,6,392.35569524765015,6
0,0.4553035356904603,0.3518209154694287,22.72827072693427,7,472.9385528564453,7
1,0.4553035356904603,0.3392379679144385,25.491910050733576,2,80.15882182121277,2
1,0.4553035356904603,0.32932129722500836,27.669945122302188,3,157.38079166412354,3
1,0.4553035356904603,0.31505016722408025,30.804366202359514,4,234.38516640663147,4
1,0.4553035356904603,0.29876212780194045,34.38176856042362,5,311.737423658371,5
1,0.4553035356904603,0.29049531459170014,36.19743932996945,6,389.1690080165863,6
1,0.4553035356904603,0.2842316705724808,37.57314663909909,7,467.3735692501068,7
2,0.4553035356904603,0.2749497655726725,39.611765773855524,2,80.78343987464905,2
2,0.4553035356904603,0.2733668341708543,39.95943085390321,3,162.25196433067322,3
2,0.4553035356904603,0.2714477211796247,40.38093274018206,4,243.41217303276062,4
2,0.4553035356904603,0.27086825343613813,40.5082033845024,5,325.00295329093933,5
2,0.4553035356904603,0.26961770623742454,40.78286569232243,6,406.53808546066284,6
