MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.058501243591308594
0.35353535353535354,-0.010101010101010166,0.35,3,0.09439229965209961
0.35714285714285715,-0.02040816326530621,0.35,4,0.13280439376831055
0.35051546391752575,-0.0014727540500736325,0.35,5,0.18024969100952148
0.3333333333333333,0.04761904761904761,0.35,6,0.23591399192810059
0.3368421052631579,0.03759398496240598,0.35,7,0.3105497360229492
0.32978723404255317,0.05775075987841946,0.35,8,0.562680721282959
0.3118279569892473,0.1090629800307219,0.35,9,1.5513184070587158
0.30434782608695654,0.13043478260869554,0.35,10,4.774458885192871
0.3076923076923077,0.12087912087912077,0.35,11,5.164074182510376
0.3,0.14285714285714282,0.35,12,11.802685737609863
0.3146067415730337,0.10112359550561795,0.35,13,18.686997652053833
0.3068181818181818,0.1233766233766233,0.35,14,27.720603227615356
0.2988505747126437,0.14614121510673223,0.35,15,46.34540915489197
0.3023255813953488,0.1362126245847176,0.35,16,84.27360939979553
0.3058823529411765,0.1260504201680671,0.35,17,162.79868459701538
0.30952380952380953,0.11564625850340128,0.35,18,427.07912492752075
0.30120481927710846,0.13941480206540435,0.35,19,658.9362528324127
0.2926829268292683,0.16376306620209058,0.35,20,2743.6040811538696
