MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.33,0.0,0.33,2,0.06515264511108398
0.3333333333333333,-0.010101010101009998,0.33,3,0.10736894607543945
0.336734693877551,-0.02040816326530603,0.33,4,0.1502687931060791
0.35051546391752575,-0.062168072477350705,0.33,5,0.20514965057373047
0.3541666666666667,-0.07323232323232323,0.33,6,0.2747173309326172
0.3473684210526316,-0.052631578947368446,0.33,7,0.35605525970458984
0.35106382978723405,-0.06382978723404252,0.33,8,0.46023035049438477
0.34408602150537637,-0.04268491365265562,0.33,9,0.6029305458068848
0.34782608695652173,-0.05401844532279307,0.33,10,0.8906645774841309
0.3516483516483517,-0.06560106560106563,0.33,11,1.5013675689697266
0.34444444444444444,-0.04377104377104372,0.33,11,2.0921027660369873
0.34444444444444444,-0.04377104377104372,0.33,11,2.6987698078155518
0.34444444444444444,-0.04377104377104372,0.33,12,3.9119627475738525
0.3258426966292135,0.012597889002383374,0.33,13,5.948328733444214
0.32954545454545453,0.001377410468319652,0.33,14,8.517769575119019
0.3218390804597701,0.024730059212817894,0.33,15,24.675240993499756
0.32558139534883723,0.013389711064129645,0.33,16,56.10309863090515
0.3176470588235294,0.037433155080214005,0.33,16,88.56652307510376
0.3176470588235294,0.037433155080214005,0.33,17,136.0536344051361
0.2976190476190476,0.09812409812409817,0.33,17,183.8180079460144
0.2976190476190476,0.09812409812409817,0.33,18,386.7506124973297
0.30120481927710846,0.08725812340270168,0.33,18,489.6203918457031
0.30120481927710846,0.08725812340270168,0.33,19,585.0579011440277
0.2926829268292683,0.1130820399113083,0.33,19,883.8823981285095
0.2926829268292683,0.1130820399113083,0.33,19,1282.4511859416962
0.2804878048780488,0.15003695491500366,0.33,18,1935.6808512210846
