MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.36,0.0,0.36,2,0.060135841369628906
0.36363636363636365,-0.010101010101010166,0.36,3,0.09914183616638184
0.37755102040816324,-0.04875283446712015,0.36,4,0.14354658126831055
0.3711340206185567,-0.03092783505154647,0.36,5,0.1930699348449707
0.3854166666666667,-0.07060185185185194,0.36,6,0.2554652690887451
0.3894736842105263,-0.08187134502923978,0.36,7,0.3517165184020996
0.3723404255319149,-0.03427895981087469,0.36,8,0.5045771598815918
0.3655913978494624,-0.015531660692951076,0.36,8,0.6550374031066895
0.3655913978494624,-0.015531660692951076,0.36,9,0.9315931797027588
0.3695652173913043,-0.026570048309178716,0.36,10,1.5476646423339844
0.3516483516483517,0.023199023199023085,0.36,11,2.510162353515625
0.3333333333333333,0.0740740740740741,0.36,12,23.510448217391968
0.33707865168539325,0.06367041198501872,0.36,13,89.96444272994995
0.3409090909090909,0.053030303030303066,0.36,14,327.19663977622986
0.3448275862068966,0.0421455938697317,0.36,14,564.355197429657
0.3448275862068966,0.0421455938697317,0.36,15,714.8679685592651
0.32558139534883723,0.09560723514211876,0.36,15,1266.093462228775
0.3372093023255814,0.06330749354005168,0.36,15,1316.421115398407
0.3372093023255814,0.06330749354005168,0.36,15,1468.9113886356354
0.32558139534883723,0.09560723514211876,0.36,16,1732.0867035388947
0.3176470588235294,0.11764705882352942,0.36,17,2103.45854306221
