MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.32,0.0,0.32,2,0.05904555320739746
0.31313131313131315,0.02146464646464643,0.32,3,0.09257793426513672
0.3163265306122449,0.011479591836734658,0.32,4,0.12870407104492188
0.30927835051546393,0.03350515463917524,0.32,5,0.17543721199035645
0.3125,0.02343750000000002,0.32,6,0.22881126403808594
0.29473684210526313,0.07894736842105274,0.32,7,0.29950642585754395
0.2978723404255319,0.06914893617021282,0.32,8,0.4016270637512207
0.2903225806451613,0.09274193548387093,0.32,9,0.545215368270874
0.29347826086956524,0.08288043478260863,0.32,10,0.7506825923919678
0.2967032967032967,0.07280219780219782,0.32,11,1.0921669006347656
0.28888888888888886,0.09722222222222232,0.32,12,1.4840929508209229
0.2808988764044944,0.12219101123595501,0.32,13,2.014791250228882
0.2727272727272727,0.14772727272727282,0.32,14,12.843616485595703
0.27586206896551724,0.13793103448275865,0.32,15,86.95755624771118
0.27906976744186046,0.12790697674418608,0.32,15,461.8142981529236
0.27906976744186046,0.12790697674418608,0.32,15,540.5363047122955
0.27906976744186046,0.12790697674418608,0.32,15,914.1124794483185
0.27906976744186046,0.12790697674418608,0.32,16,1115.606171131134
0.2823529411764706,0.11764705882352944,0.32,16,1116.9707615375519
0.2823529411764706,0.11764705882352944,0.32,16,1118.3291022777557
0.2823529411764706,0.11764705882352944,0.32,17,1220.2229223251343
0.2857142857142857,0.1071428571428572,0.32,17,1222.0539813041687
0.2857142857142857,0.1071428571428572,0.32,18,1224.5544157028198
0.2891566265060241,0.09638554216867476,0.32,19,1245.9765310287476
0.2926829268292683,0.08536585365853666,0.32,20,1572.227153301239
0.2962962962962963,0.07407407407407414,0.32,21,1821.9578731060028
