MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.05770516395568848
0.35353535353535354,-0.010101010101010166,0.35,3,0.09541559219360352
0.3469387755102041,0.008746355685131142,0.35,4,0.1331498622894287
0.32989690721649484,0.057437407952871826,0.35,5,0.1811356544494629
0.3333333333333333,0.04761904761904761,0.35,6,0.23749136924743652
0.3368421052631579,0.03759398496240598,0.35,7,0.30798959732055664
0.32978723404255317,0.05775075987841946,0.35,8,0.4006824493408203
0.3333333333333333,0.04761904761904761,0.35,9,0.5288474559783936
0.31521739130434784,0.09937888198757755,0.35,10,0.7074995040893555
0.3076923076923077,0.12087912087912077,0.35,11,1.0990543365478516
0.3111111111111111,0.11111111111111104,0.35,12,1.6180140972137451
0.30337078651685395,0.1332263242375601,0.35,13,2.649937629699707
0.29545454545454547,0.15584415584415576,0.35,14,3.9987714290618896
0.2988505747126437,0.14614121510673223,0.35,15,10.084811210632324
0.313953488372093,0.1029900332225913,0.35,16,61.077478885650635
0.3058823529411765,0.1260504201680671,0.35,17,1024.176272392273
0.30952380952380953,0.11564625850340128,0.35,18,1554.0836098194122
0.30120481927710846,0.13941480206540435,0.35,19,1619.7201776504517
0.3048780487804878,0.12891986062717767,0.35,20,2471.460624694824
