MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.05450606346130371
0.35353535353535354,-0.010101010101010166,0.35,3,0.08674502372741699
0.336734693877551,0.037900874635568495,0.35,4,0.1217660903930664
0.32989690721649484,0.057437407952871826,0.35,5,0.16367053985595703
0.3229166666666667,0.07738095238095227,0.35,6,0.20998215675354004
0.3157894736842105,0.09774436090225563,0.35,7,0.2808537483215332
0.30851063829787234,0.1185410334346504,0.35,8,0.37630581855773926
0.3010752688172043,0.13978494623655904,0.35,9,0.7516090869903564
0.29347826086956524,0.16149068322981353,0.35,10,0.9338192939758301
0.27472527472527475,0.2150706436420721,0.35,11,1.1975276470184326
0.26666666666666666,0.23809523809523805,0.35,12,1.5520410537719727
0.2696629213483146,0.22953451043338682,0.35,13,13.770960807800293
0.26136363636363635,0.2532467532467532,0.35,14,19.568034410476685
0.25287356321839083,0.27750410509031187,0.35,15,31.752921104431152
0.2558139534883721,0.2691029900332225,0.35,16,68.11953139305115
0.24705882352941178,0.29411764705882343,0.35,17,151.58990740776062
0.25,0.28571428571428564,0.35,18,834.7269177436829
0.25301204819277107,0.27710843373493976,0.35,19,1724.882349729538
0.25609756097560976,0.26829268292682923,0.35,20,4186.577054262161
