MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.32,0.0,0.32,2,0.06751561164855957
0.32323232323232326,-0.010101010101010166,0.32,3,0.1091456413269043
0.32653061224489793,-0.02040816326530602,0.32,4,0.15587544441223145
0.32989690721649484,-0.03092783505154635,0.32,5,0.20740199089050293
0.3229166666666667,-0.00911458333333337,0.32,6,0.273134708404541
0.3263157894736842,-0.019736842105263185,0.32,7,0.36565303802490234
0.32978723404255317,-0.03058510638297863,0.32,8,0.5141875743865967
0.3333333333333333,-0.04166666666666659,0.32,9,0.7415268421173096
0.33695652173913043,-0.05298913043478258,0.32,10,1.4076852798461914
0.34065934065934067,-0.06456043956043957,0.32,11,3.1051673889160156
0.34444444444444444,-0.07638888888888885,0.32,12,7.738740921020508
0.34831460674157305,-0.08848314606741577,0.32,13,18.215363264083862
0.3522727272727273,-0.10085227272727276,0.32,13,28.755329132080078
0.3522727272727273,-0.10085227272727276,0.32,14,73.83535718917847
0.3563218390804598,-0.11350574712643678,0.32,15,252.74528789520264
0.36046511627906974,-0.12645348837209291,0.32,15,3818.8353996276855
