MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.044385671615600586
0.35353535353535354,-0.010101010101010166,0.35,3,0.0767514705657959
0.3469387755102041,0.008746355685131142,0.35,4,0.1087336540222168
0.35051546391752575,-0.0014727540500736325,0.35,5,0.1486825942993164
0.34375,0.017857142857142794,0.35,6,0.19807052612304688
0.3473684210526316,0.007518796992481068,0.35,7,0.26399779319763184
0.3404255319148936,0.027355623100303914,0.35,8,0.36174631118774414
0.3333333333333333,0.04761904761904761,0.35,9,0.6406376361846924
0.32608695652173914,0.06832298136645955,0.35,10,1.2210092544555664
0.32967032967032966,0.05808477237048661,0.35,11,2.0695858001708984
0.32222222222222224,0.07936507936507925,0.35,12,2.9378395080566406
0.3146067415730337,0.10112359550561795,0.35,13,4.499246120452881
0.3181818181818182,0.09090909090909087,0.35,14,11.470760583877563
0.28735632183908044,0.17898193760262726,0.35,15,19.89521312713623
0.29069767441860467,0.16943521594684374,0.35,16,33.41075825691223
0.29411764705882354,0.15966386554621842,0.35,17,138.04593563079834
0.2976190476190476,0.14965986394557818,0.35,18,205.75229597091675
0.2891566265060241,0.1738382099827883,0.35,19,990.9888978004456
