MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.28,0.0,0.28,2,0.06453204154968262
0.2828282828282828,-0.010101010101009967,0.28,3,0.10348939895629883
0.2755102040816326,0.016034985422740716,0.28,4,0.146575927734375
0.31958762886597936,-0.14138438880706902,0.28,5,0.19882845878601074
0.3125,-0.11607142857142846,0.28,6,0.260650634765625
0.3157894736842105,-0.12781954887218028,0.28,7,0.3405919075012207
0.30851063829787234,-0.10182370820668683,0.28,8,0.4516730308532715
0.3118279569892473,-0.11367127496159744,0.28,9,0.6110296249389648
0.2826086956521739,-0.00931677018633523,0.28,10,1.1771914958953857
0.27472527472527475,0.018838304552590276,0.28,11,2.590280771255493
0.26666666666666666,0.04761904761904772,0.28,12,6.494318246841431
0.2696629213483146,0.03691813804173367,0.28,13,17.08485746383667
0.2727272727272727,0.02597402597402614,0.28,14,40.02688193321228
0.27586206896551724,0.014778325123152816,0.28,15,87.5978581905365
0.27906976744186046,0.003322259136212733,0.28,16,384.7612156867981
0.2823529411764706,-0.008403361344537705,0.28,17,4371.096724271774
