MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.31,0.0,0.31,2,0.06354594230651855
0.30303030303030304,0.022482893450635352,0.31,3,0.10265016555786133
0.2857142857142857,0.07834101382488484,0.31,4,0.14539194107055664
0.27835051546391754,0.10209511140671762,0.31,5,0.19701528549194336
0.28125,0.09274193548387095,0.31,6,0.257260799407959
0.28421052631578947,0.08319185059422751,0.31,7,0.33846497535705566
0.26595744680851063,0.14207275223061086,0.31,8,0.4462101459503174
0.26881720430107525,0.13284772806104755,0.31,9,0.5999348163604736
0.2608695652173913,0.15848527349228614,0.31,10,0.8533484935760498
0.25274725274725274,0.18468628146047503,0.31,11,1.2882254123687744
0.25555555555555554,0.17562724014336922,0.31,12,1.9247477054595947
0.25842696629213485,0.16636462486408113,0.31,13,2.738832473754883
0.23863636363636365,0.23020527859237533,0.31,14,3.885880470275879
0.2413793103448276,0.22135706340378195,0.31,15,18.093929767608643
0.2441860465116279,0.21230307576894225,0.31,16,58.165008544921875
0.23529411764705882,0.2409867172675522,0.31,17,142.80996561050415
0.23809523809523808,0.2319508448540707,0.31,18,342.25064158439636
0.2289156626506024,0.2615623785464439,0.31,19,811.3406865596771
0.23170731707317074,0.2525570416994492,0.31,20,2934.0563971996307
