MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.33,0.0,0.33,2,0.0559689998626709
0.32323232323232326,0.02050811141720229,0.33,3,0.09271645545959473
0.3163265306122449,0.04143475572047,0.33,4,0.13095545768737793
0.31958762886597936,0.0315526398000626,0.33,5,0.18045520782470703
0.3020833333333333,0.0845959595959597,0.33,6,0.23521161079406738
0.3157894736842105,0.0430622009569379,0.33,7,0.309262752532959
0.30851063829787234,0.06511927788523537,0.33,8,0.4090390205383301
0.3118279569892473,0.05506679700228092,0.33,9,0.5529983043670654
0.30434782608695654,0.07773386034255599,0.33,10,0.7515981197357178
0.2967032967032967,0.10089910089910094,0.33,11,1.0270755290985107
0.3,0.09090909090909098,0.33,12,5.25496506690979
0.2808988764044944,0.14879128362274427,0.33,13,14.30943489074707
0.26136363636363635,0.20798898071625352,0.33,14,33.1342499256134
0.26436781609195403,0.1988854057819575,0.33,15,102.03486967086792
0.26744186046511625,0.18957011980267804,0.33,16,633.0473906993866
0.27058823529411763,0.18003565062388602,0.33,16,1354.977718114853
0.27058823529411763,0.18003565062388602,0.33,17,10062.76850438118
