MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.33,0.0,0.33,2,0.0712282657623291
0.3333333333333333,-0.010101010101009998,0.33,3,0.11212348937988281
0.336734693877551,-0.02040816326530603,0.33,4,0.15693140029907227
0.3402061855670103,-0.030927835051546382,0.33,5,0.21114015579223633
0.34375,-0.041666666666666616,0.33,6,0.27814269065856934
0.3473684210526316,-0.052631578947368446,0.33,7,0.3869051933288574
0.3404255319148936,-0.031592520954223005,0.33,8,0.6318955421447754
0.34408602150537637,-0.04268491365265562,0.33,9,0.8393599987030029
0.34782608695652173,-0.05401844532279307,0.33,10,1.4643490314483643
0.32967032967032966,0.0009990009990010628,0.33,11,3.393610715866089
0.34444444444444444,-0.04377104377104372,0.33,12,7.468059778213501
0.33707865168539325,-0.02145045965270677,0.33,13,17.236687183380127
0.3409090909090909,-0.0330578512396693,0.33,14,36.59728741645813
0.3333333333333333,-0.010101010101009998,0.33,15,88.74708032608032
0.3372093023255814,-0.0218463706835799,0.33,16,264.5889537334442
0.3176470588235294,0.037433155080214005,0.33,17,562.5885000228882
0.32142857142857145,0.025974025974025948,0.33,18,5755.124795436859
