MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.31,0.0,0.31,2,0.06651163101196289
0.30303030303030304,0.022482893450635352,0.31,3,0.1074833869934082
0.2857142857142857,0.07834101382488484,0.31,4,0.15190386772155762
0.28865979381443296,0.06883937479215173,0.31,5,0.2018425464630127
0.28125,0.09274193548387095,0.31,6,0.2650442123413086
0.28421052631578947,0.08319185059422751,0.31,7,0.3838942050933838
0.2765957446808511,0.10775566231983524,0.31,8,0.5029246807098389
0.27956989247311825,0.0981616371834895,0.31,9,0.7770917415618896
0.2717391304347826,0.12342215988779807,0.31,10,1.1847872734069824
0.25274725274725274,0.18468628146047503,0.31,11,1.720144510269165
0.25555555555555554,0.17562724014336922,0.31,12,2.125774383544922
0.2808988764044944,0.09387459224356644,0.31,13,2.6938703060150146
0.2840909090909091,0.08357771260997059,0.31,14,4.176788091659546
0.28735632183908044,0.07304412309974051,0.31,15,10.184369802474976
0.29069767441860467,0.06226556639159784,0.31,16,25.667420148849487
0.29411764705882354,0.05123339658444019,0.31,17,187.91423630714417
0.2857142857142857,0.07834101382488484,0.31,18,221.2741823196411
0.27710843373493976,0.10610182666148463,0.31,19,382.9598488807678
0.25609756097560976,0.17387883556254916,0.31,20,852.9310140609741
0.25925925925925924,0.1636798088410992,0.31,21,2333.895293235779
