MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.3773684210526316,0.0,0.3773684210526316,2,6.400359153747559,2
0.3780937335439705,-0.0019220275223765693,0.3773684210526316,3,6.444302797317505,3
0.36880927291886195,0.022681145682234706,0.3773684210526316,4,6.492610692977905,4
0.3637322087506589,0.036135011678867554,0.3773684210526316,5,6.544897794723511,5
0.36128691983122363,0.042614856793131234,0.3773684210526316,6,6.603761911392212,6
0.35725593667546174,0.05329668105526177,0.3773684210526316,7,6.6824798583984375,7
0.35533262935586063,0.058393311330355364,0.3773684210526316,8,6.827733993530273,8
0.35657686212361334,0.05509618126239143,0.3773684210526316,9,7.104438781738281,9
0.35200845665961944,0.06720213716418837,0.3773684210526316,10,7.760367393493652,10
0.3500793231094659,0.07231420654395374,0.3773684210526316,11,10.374537467956543,11
0.33544973544973544,0.11108159364784191,0.3773684210526316,12,14.72748875617981,12
0.33509793541556376,0.11201383920561903,0.3773684210526316,13,24.1712589263916,13
0.3363347457627119,0.10873637803465469,0.3773684210526316,14,38.95332598686218,14
0.3359830418653948,0.10966836883647126,0.3773684210526316,15,57.50283217430115,15
0.33510074231177095,0.11200640112640892,0.3773684210526316,16,105.38981127738953,16
0.33527851458885943,0.11153531698907541,0.3773684210526316,17,224.47761607170105,17
0.3381104033970276,0.1040310091292156,0.3773684210526316,18,606.0460352897644,18
0.33882103027084437,0.10214789746917112,0.3773684210526316,18,6110.728042602539,21
