MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.496996996996997,0.0,0.496996996996997,2,8.90455675125122,2
0.3214822233350025,0.3531505717791189,0.496996996996997,3,8.977106094360352,3
0.3281563126252505,0.3397217395516107,0.496996996996997,4,9.052451372146606,4
0.2882205513784461,0.4200758694318879,0.496996996996997,5,9.134045600891113,5
0.29087261785356067,0.4147396873399656,0.496996996996997,6,9.229024887084961,6
0.29302558956347213,0.4104077261351286,0.496996996996997,7,9.40147089958191,8
0.24949799196787148,0.49798893459032506,0.496996996996997,8,9.597715854644775,9
0.18282270215971874,0.6321452578901128,0.496996996996997,9,9.921976566314697,10
0.1728643216080402,0.6521823619608618,0.496996996996997,10,10.36965298652649,11
0.07541478129713423,0.8482590805320501,0.496996996996997,10,10.814789295196533,11
0.07993966817496229,0.8391546253639731,0.496996996996997,11,11.665679693222046,12
0.07796780684104627,0.8431221771717922,0.496996996996997,12,14.125915288925171,13
0.08002013085052843,0.8389927276542237,0.496996996996997,13,19.73216438293457,14
0.07200402819738168,0.8551218042916732,0.496996996996997,14,26.439133644104004,15
0.07405541561712846,0.8509942392718804,0.496996996996997,14,33.12692666053772,15
0.07556675062972293,0.8479533053794699,0.496996996996997,15,44.99696731567383,16
0.0715725806451613,0.8559899132638145,0.496996996996997,16,67.09969210624695,17
0.041855774079677256,0.9157826418819787,0.496996996996997,17,99.40391564369202,18
0.04137235116044399,0.9167553296892578,0.496996996996997,18,1636.7370150089264,19
