MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.496996996996997,0.0,0.496996996996997,2,9.53853464126587,3
0.4972458688032048,-0.0005007511266900277,0.496996996996997,3,9.613945960998535,4
0.49749498997995995,-0.0010020040080160584,0.496996996996997,4,9.696106672286987,5
0.24411027568922306,0.5088294755014424,0.496996996996997,5,9.784701108932495,6
0.27632898696088265,0.44400270297296723,0.496996996996997,6,9.882293939590454,7
0.3171098845960863,0.3619480871873309,0.496996996996997,7,9.997037172317505,8
0.2605421686746988,0.4757671168055909,0.496996996996997,8,10.13228988647461,9
0.1998995479658463,0.5977851995611673,0.496996996996997,9,10.308854341506958,10
0.10251256281407035,0.793736051860511,0.496996996996997,10,10.623257398605347,11
0.07440925087983911,0.8502822927916228,0.496996996996997,11,11.152302265167236,12
0.05130784708249497,0.8967642714291792,0.496996996996997,12,14.779135942459106,13
0.017111222949169603,0.9655707719512177,0.496996996996997,13,22.866086721420288,14
0.004531722054380665,0.9908817918784969,0.496996996996997,14,33.62750315666199,15
0.005037783375314861,0.9898635536919647,0.496996996996997,15,134.56183457374573,16
0.00655241935483871,0.9868159779748563,0.496996996996997,16,400.9577078819275,17
