Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.6197636949516648,0.6197636949516648,0.0,2,48.63549184799194,2
0,0.6197636949516648,0.5711982804943578,7.836117999957162,3,97.59004974365234,5
0,0.6197636949516648,0.5118279569892473,17.415627737090247,4,146.49965620040894,6
0,0.6197636949516648,0.4480903711672942,27.699803196403646,5,195.16294193267822,7
0,0.6197636949516648,0.147470398277718,76.20538287754671,6,243.33515644073486,10
0,0.6197636949516648,0.13947226709746904,77.495895898138,7,291.73485684394836,11
0,0.6197636949516648,0.10183189655172414,83.5692381820355,8,341.0143406391144,14
0,0.6197636949516648,0.09865229110512129,84.0822733069553,9,390.21103835105896,15
0,0.6197636949516648,0.06903991370010787,88.8602842885961,10,439.7068090438843,17
1,0.6197636949516648,0.10469508904479223,83.10725686296334,2,46.770036935806274,4
1,0.6197636949516648,0.10475161987041037,83.09813551137746,2,93.74876618385315,7
1,0.6197636949516648,0.10475161987041037,83.09813551137746,2,140.51852440834045,10
1,0.6197636949516648,0.10475161987041037,83.09813551137746,3,187.04665184020996,13
1,0.6197636949516648,0.08589951377633712,86.13995713591511,3,233.5049741268158,16
1,0.6197636949516648,0.08589951377633712,86.13995713591511,4,279.7401225566864,17
1,0.6197636949516648,0.06486486486486487,89.53393601573843,5,326.355614900589,19
1,0.6197636949516648,0.06435911303407248,89.61553999398241,6,372.8158655166626,20
1,0.6197636949516648,0.07954545454545454,87.16519615566409,7,419.98868560791016,21
2,0.6197636949516648,0.06821873308067136,88.99278327589167,2,48.34669375419617,3
2,0.6197636949516648,0.0828819068255688,86.62685350873404,3,96.59286069869995,4
2,0.6197636949516648,0.06883468834688347,88.89339777279922,3,144.48090648651123,7
2,0.6197636949516648,0.06883468834688347,88.89339777279922,3,192.41804122924805,10
2,0.6197636949516648,0.06883468834688347,88.89339777279922,3,240.5104410648346,13
2,0.6197636949516648,0.06883468834688347,88.89339777279922,3,288.1861321926117,16
2,0.6197636949516648,0.06883468834688347,88.89339777279922,3,335.86067748069763,19
2,0.6197636949516648,0.06883468834688347,88.89339777279922,4,383.5387258529663,20
2,0.6197636949516648,0.07158351409978309,88.44986973537296,5,431.4704558849335,21
