MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.38,0.0,0.38,2,0.05988788604736328,2
0.3838383838383838,-0.01010101010101002,0.38,3,0.09956717491149902,3
0.3877551020408163,-0.020408163265306076,0.38,4,0.14100098609924316,4
0.38144329896907214,-0.0037981551817687833,0.38,5,0.18688130378723145,5
0.375,0.013157894736842117,0.38,6,0.24358391761779785,6
0.3684210526315789,0.03047091412742389,0.38,7,0.34314918518066406,7
0.3617021276595745,0.04815229563269872,0.38,8,0.47595858573913574,8
0.34408602150537637,0.09451046972269377,0.38,9,0.6313514709472656,9
0.33695652173913043,0.11327231121281466,0.38,10,1.2504961490631104,10
0.32967032967032966,0.13244650086755352,0.38,11,4.340124130249023,11
0.3333333333333333,0.12280701754385971,0.38,12,12.02368712425232,12
0.33707865168539325,0.1129509166173862,0.38,13,42.90980076789856,13
0.3409090909090909,0.10287081339712927,0.38,14,180.96013808250427,14
0.3333333333333333,0.12280701754385971,0.38,15,213.8005883693695,15
0.313953488372093,0.17380660954712362,0.38,16,281.279501914978,16
0.3058823529411765,0.19504643962848292,0.38,17,447.2876102924347,17
0.30952380952380953,0.18546365914786966,0.38,18,1708.2564249038696,18
