MSE,score,initial MSE,t-waypoints scheduled,total_time_sec,nodes_expanded
0.3888888888888889,0.0,0.3888888888888889,2,0.03881049156188965,3
0.5882352941176471,-0.5126050420168068,0.3888888888888889,3,0.07569003105163574,4
0.25,0.35714285714285715,0.3888888888888889,4,0.11355924606323242,5
0.2,0.4857142857142857,0.3888888888888889,5,0.1573958396911621,6
0.0,1.0,0.3888888888888889,6,0.21337604522705078,7
0.0,1.0,0.3888888888888889,7,0.2933664321899414,8
0.0,1.0,0.3888888888888889,8,0.435671329498291,9
0.0,1.0,0.3888888888888889,9,0.7275886535644531,10
0.0,1.0,0.3888888888888889,10,1.3544490337371826,11
0.0,1.0,0.3888888888888889,11,1.7378957271575928,12
0.0,1.0,0.3888888888888889,12,2.4861650466918945,13
0.0,1.0,0.3888888888888889,13,3.4911162853240967,14
