Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.3875469672571122,0.3875469672571122,0.0,2,0.1369032859802246,2
0,0.3875469672571122,0.5508724832214765,-42.14341222182975,3,0.2693958282470703,3
0,0.3875469672571122,0.41084854994629433,-6.012582901654617,4,0.4047400951385498,4
0,0.3875469672571122,0.3722804190169218,3.9392769212568752,5,0.5430257320404053,5
0,0.3875469672571122,0.3739924771628157,3.497509009096172,6,0.6881103515625,6
0,0.3875469672571122,0.27465735017468423,29.129273770715134,7,0.8433287143707275,7
0,0.3875469672571122,0.28817204301075267,25.642033777142352,8,1.0070855617523193,8
0,0.3875469672571122,0.26297391771981715,32.143987713016706,9,1.1943469047546387,9
0,0.3875469672571122,0.25981710597095214,32.958550079794485,10,1.3952767848968506,10
0,0.3875469672571122,0.23083131557707828,40.437847517992125,11,1.6173796653747559,11
0,0.3875469672571122,0.2217438105489774,42.78272589297161,12,130.42704153060913,13
0,0.3875469672571122,0.21695827725437417,44.01755255887824,13,130.7687268257141,14
0,0.3875469672571122,0.2197092084006462,43.30772087944545,13,1308.6382095813751,17
1,0.3875469672571122,0.2197092084006462,43.30772087944545,2,0.14295125007629395,2
1,0.3875469672571122,0.2192297333692432,43.43144137577561,3,0.2799077033996582,3
1,0.3875469672571122,0.22844827586206898,41.0527509790811,4,0.41951966285705566,4
1,0.3875469672571122,0.22743195904068983,41.31499450238156,5,0.5604989528656006,5
1,0.3875469672571122,0.22641509433962265,41.5773793968536,6,0.7100625038146973,6
1,0.3875469672571122,0.22539768131571852,41.839905776844375,7,0.8683040142059326,7
1,0.3875469672571122,0.22761596548004315,41.26751472447086,8,1.0403823852539062,8
1,0.3875469672571122,0.25249527920151066,34.847824771133745,9,1.2285940647125244,9
1,0.3875469672571122,0.2504047490555855,35.38725104008922,10,1.4308381080627441,10
1,0.3875469672571122,0.25371120107962214,34.534076508125196,11,1.6679019927978516,11
1,0.3875469672571122,0.23380129589632828,39.67149387051806,12,402.2074055671692,13
2,0.3875469672571122,0.23926546043748312,38.261557784621736,2,0.15896034240722656,2
2,0.3875469672571122,0.23878984332793085,38.384282808873245,3,0.30570268630981445,3
2,0.3875469672571122,0.24209673061334774,37.53099596500459,4,0.44460177421569824,4
2,0.3875469672571122,0.23837837837837839,38.49045444336303,5,0.6032485961914062,5
2,0.3875469672571122,0.2303325223033252,40.56655276300625,6,0.7754533290863037,6
2,0.3875469672571122,0.2298539751216874,40.69003384325435,7,0.950653076171875,7
2,0.3875469672571122,0.2299161482282932,40.67399111505399,8,1.127769947052002,8
2,0.3875469672571122,0.22294372294372294,42.473108608842686,9,1.3187434673309326,9
2,0.3875469672571122,0.24140730717185385,37.70889013003273,10,1.5363528728485107,10
2,0.3875469672571122,0.2365998917162967,38.94936312085031,11,1.764878749847412,11
2,0.3875469672571122,0.23774708908746275,38.65334806510483,12,2.043560743331909,12
2,0.3875469672571122,0.23076923076923078,40.453867462177705,13,37.71965479850769,14
2,0.3875469672571122,0.23354104578704957,39.73864704968513,14,38.11435151100159,15
2,0.3875469672571122,0.23089430894308943,40.42159313559895,14,1160.31782412529,18
