Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.31508319914117017,0.31508319914117017,0.0,2,102.6489953994751,2
0,0.31508319914117017,0.11167785234899329,64.55607514034506,3,206.64700150489807,3
0,0.31508319914117017,0.09452201933404941,70.00093321646779,4,312.170934677124,4
0,0.31508319914117017,0.08434058554928821,73.23228094066033,5,419.7812190055847,5
1,0.31508319914117017,0.07576571735626007,75.95374251538118,2,108.54618525505066,3
1,0.31508319914117017,0.06879871002418704,78.16490685263025,3,219.346045255661,4
1,0.31508319914117017,0.05591397849462366,82.25421772819696,4,327.7810935974121,5
1,0.31508319914117017,0.056466792148426995,82.07876767078032,5,436.2314307689667,6
2,0.31508319914117017,0.055406132329209254,82.41539616195625,2,104.89425849914551,2
2,0.31508319914117017,0.053806833467850416,82.92297602204339,3,211.35715460777283,3
2,0.31508319914117017,0.05489773950484392,82.57674809241495,4,319.1836087703705,4
2,0.31508319914117017,0.05437415881561238,82.74292029412507,5,425.4004776477814,5
