MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.39,0.0,0.39,2,0.05635976791381836
0.3939393939393939,-0.010101010101010024,0.39,3,0.09303951263427734
0.3877551020408163,0.005756148613291539,0.39,4,0.13390874862670898
0.3917525773195876,-0.0044937879989425935,0.39,5,0.18311047554016113
0.3958333333333333,-0.014957264957264875,0.39,6,0.23932385444641113
0.4,-0.025641025641025664,0.39,7,0.3171682357788086
0.40425531914893614,-0.03655210038188751,0.39,8,0.43750905990600586
0.3763440860215054,0.03501516404742215,0.39,9,0.6373462677001953
0.3804347826086957,0.02452619843924189,0.39,10,0.9273395538330078
0.37362637362637363,0.041983657368272774,0.39,11,1.4466156959533691
0.36666666666666664,0.05982905982905993,0.39,12,3.1214497089385986
0.34831460674157305,0.1068856237395563,0.39,13,5.371144771575928
0.32954545454545453,0.1550116550116551,0.39,14,10.467556715011597
0.3218390804597701,0.17477158856469205,0.39,15,21.343907117843628
0.32558139534883723,0.16517590936195584,0.39,16,54.23581504821777
0.3176470588235294,0.1855203619909503,0.39,17,120.87101984024048
0.30952380952380953,0.20634920634920634,0.39,18,919.2817716598511
0.3132530120481928,0.19678714859437751,0.39,19,5257.965500354767
