MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.32,0.0,0.32,2,0.057370901107788086
0.31313131313131315,0.02146464646464643,0.32,3,0.09383964538574219
0.3163265306122449,0.011479591836734658,0.32,4,0.13184523582458496
0.31958762886597936,0.0012886597938145325,0.32,5,0.17728376388549805
0.3125,0.02343750000000002,0.32,6,0.2286365032196045
0.3157894736842105,0.01315789473684218,0.32,7,0.3017547130584717
0.2978723404255319,0.06914893617021282,0.32,8,0.39959192276000977
0.2903225806451613,0.09274193548387093,0.32,9,0.6686973571777344
0.29347826086956524,0.08288043478260863,0.32,10,1.2506520748138428
0.27472527472527475,0.14148351648351642,0.32,11,2.445762872695923
0.25555555555555554,0.20138888888888898,0.32,12,2.9443204402923584
0.23595505617977527,0.2626404494382023,0.32,13,4.706749200820923
0.22727272727272727,0.2897727272727273,0.32,14,7.300943613052368
0.22988505747126436,0.2816091954022989,0.32,15,15.599833726882935
0.23255813953488372,0.2732558139534884,0.32,16,21.346003532409668
0.23529411764705882,0.2647058823529412,0.32,17,72.57499694824219
0.23809523809523808,0.255952380952381,0.32,18,848.0282328128815
0.24096385542168675,0.24698795180722893,0.32,19,1008.9413075447083
0.23170731707317074,0.27591463414634143,0.32,20,1144.2583584785461
0.2222222222222222,0.30555555555555564,0.32,21,1210.2458093166351
0.225,0.296875,0.32,22,1286.8712737560272
0.21518987341772153,0.3275316455696202,0.32,23,1373.4977741241455
0.21794871794871795,0.31891025641025644,0.32,24,4660.478986024857
