MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.32,0.0,0.32,2,0.05485677719116211
0.31313131313131315,0.02146464646464643,0.32,3,0.0900568962097168
0.3163265306122449,0.011479591836734658,0.32,4,0.1287543773651123
0.30927835051546393,0.03350515463917524,0.32,5,0.17503714561462402
0.3020833333333333,0.05598958333333341,0.32,6,0.23399949073791504
0.30526315789473685,0.04605263157894737,0.32,7,0.32190537452697754
0.2978723404255319,0.06914893617021282,0.32,8,0.527595043182373
0.3118279569892473,0.02553763440860217,0.32,9,1.5356905460357666
0.30434782608695654,0.04891304347826083,0.32,10,3.693424940109253
0.2857142857142857,0.1071428571428572,0.32,11,8.64201283454895
0.26666666666666666,0.16666666666666669,0.32,12,21.967423677444458
0.2696629213483146,0.1573033707865169,0.32,13,53.507564306259155
0.26136363636363635,0.1832386363636364,0.32,14,131.3663878440857
0.26436781609195403,0.17385057471264367,0.32,15,1244.9966027736664
0.2558139534883721,0.2005813953488372,0.32,16,1325.2806105613708
0.23529411764705882,0.2647058823529412,0.32,17,1532.8318779468536
0.23809523809523808,0.255952380952381,0.32,18,1541.9554119110107
0.24096385542168675,0.24698795180722893,0.32,19,1557.4944183826447
0.25609756097560976,0.19969512195121952,0.32,20,1675.792224407196
0.25925925925925924,0.18981481481481488,0.32,21,1822.3827447891235
