MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.28,0.0,0.28,2,0.0564417839050293
0.26262626262626265,0.06204906204906205,0.28,3,0.0901939868927002
0.24489795918367346,0.12536443148688056,0.28,4,0.12859225273132324
0.2268041237113402,0.18998527245949934,0.28,5,0.1733417510986328
0.22916666666666666,0.18154761904761915,0.28,6,0.22899079322814941
0.23157894736842105,0.17293233082706774,0.28,7,0.30603981018066406
0.23404255319148937,0.16413373860182376,0.28,8,0.4176216125488281
0.22580645161290322,0.1935483870967743,0.28,9,0.7398157119750977
0.22826086956521738,0.1847826086956523,0.28,10,1.3610472679138184
0.23076923076923078,0.17582417582417587,0.28,11,2.7304673194885254
0.2222222222222222,0.20634920634920648,0.28,12,7.237828493118286
0.2247191011235955,0.1974317817014447,0.28,13,85.84138298034668
0.2159090909090909,0.22889610389610396,0.28,14,194.0133981704712
0.22988505747126436,0.17898193760262734,0.28,15,213.36870074272156
0.23255813953488372,0.16943521594684394,0.28,16,224.8622088432312
0.2235294117647059,0.2016806722689076,0.28,17,334.23604440689087
0.23809523809523808,0.14965986394557837,0.28,18,349.15999388694763
0.24096385542168675,0.13941480206540457,0.28,19,521.4169707298279
0.24390243902439024,0.1289198606271778,0.28,20,709.2480585575104
0.24691358024691357,0.11816578483245163,0.28,21,4707.791346311569
