MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.04816746711730957
0.3434343434343434,0.01875901875901872,0.35,3,0.08141541481018066
0.336734693877551,0.037900874635568495,0.35,4,0.11615729331970215
0.3402061855670103,0.02798232695139902,0.35,5,0.15882420539855957
0.3333333333333333,0.04761904761904761,0.35,6,0.212355375289917
0.3368421052631579,0.03759398496240598,0.35,7,0.2775595188140869
0.3404255319148936,0.027355623100303914,0.35,8,0.39529871940612793
0.34408602150537637,0.016897081413210304,0.35,9,0.7855744361877441
0.34782608695652173,0.006211180124223567,0.35,10,2.2084946632385254
0.34065934065934067,0.026687598116169452,0.35,11,3.741758108139038
0.34444444444444444,0.015873015873015817,0.35,12,9.21539855003357
0.3258426966292135,0.06902086677367565,0.35,13,20.600064992904663
0.3409090909090909,0.025974025974025983,0.35,14,46.793559312820435
0.3103448275862069,0.11330049261083736,0.35,15,66.97599363327026
0.313953488372093,0.1029900332225913,0.35,16,110.52628374099731
0.32941176470588235,0.058823529411764656,0.35,17,325.34242510795593
0.3333333333333333,0.04761904761904761,0.35,18,830.2450885772705
0.2891566265060241,0.1738382099827883,0.35,18,1341.046264886856
0.27710843373493976,0.20826161790017206,0.35,19,4391.489067316055
