MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.05562734603881836
0.35353535353535354,-0.010101010101010166,0.35,3,0.09172654151916504
0.3469387755102041,0.008746355685131142,0.35,4,0.13199877738952637
0.36082474226804123,-0.03092783505154644,0.35,5,0.18284177780151367
0.3541666666666667,-0.011904761904762022,0.35,6,0.24391913414001465
0.3473684210526316,0.007518796992481068,0.35,7,0.32546210289001465
0.3404255319148936,0.027355623100303914,0.35,8,0.4392707347869873
0.3548387096774194,-0.013824884792626843,0.35,9,0.5959749221801758
0.358695652173913,-0.024844720496894426,0.35,10,0.8392982482910156
0.3516483516483517,-0.004709576138147709,0.35,11,1.1127381324768066
0.35555555555555557,-0.015873015873015976,0.35,12,1.5000066757202148
0.3595505617977528,-0.02728731942215092,0.35,13,3.1274898052215576
0.36363636363636365,-0.03896103896103906,0.35,14,11.937257528305054
0.3448275862068966,0.014778325123152582,0.35,15,71.64888572692871
0.3488372093023256,0.0033222591362125353,0.35,16,531.4726560115814
0.35294117647058826,-0.008403361344537945,0.35,16,4310.717235565186
