MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.32,0.0,0.32,2,0.055124521255493164
0.32323232323232326,-0.010101010101010166,0.32,3,0.0913996696472168
0.30612244897959184,0.04336734693877551,0.32,4,0.1317293643951416
0.29896907216494845,0.06572164948453613,0.32,5,0.17513036727905273
0.3020833333333333,0.05598958333333341,0.32,6,0.2316584587097168
0.29473684210526313,0.07894736842105274,0.32,7,0.3133809566497803
0.2872340425531915,0.10239361702127653,0.32,8,0.4466538429260254
0.2903225806451613,0.09274193548387093,0.32,9,0.6803090572357178
0.2826086956521739,0.11684782608695661,0.32,10,1.0662565231323242
0.2967032967032967,0.07280219780219782,0.32,11,1.640181303024292
0.28888888888888886,0.09722222222222232,0.32,12,6.123165845870972
0.30337078651685395,0.05196629213483142,0.32,13,22.749560832977295
0.29545454545454547,0.07670454545454543,0.32,14,263.2776083946228
0.2988505747126437,0.06609195402298845,0.32,15,320.0445628166199
0.3023255813953488,0.05523255813953496,0.32,16,556.2870976924896
0.29411764705882354,0.08088235294117646,0.32,16,793.3384900093079
0.29411764705882354,0.08088235294117646,0.32,16,1026.892080783844
0.2823529411764706,0.11764705882352944,0.32,17,1318.3269340991974
0.2857142857142857,0.1071428571428572,0.32,17,1616.1485061645508
0.2976190476190476,0.06994047619047622,0.32,17,2000.7355523109436
