MSE,score,initial MSE,t-waypoints scheduled,total_time_sec
0.35,0.0,0.35,2,0.05789446830749512
0.3434343434343434,0.01875901875901872,0.35,3,0.09495401382446289
0.336734693877551,0.037900874635568495,0.35,4,0.13432979583740234
0.3402061855670103,0.02798232695139902,0.35,5,0.18055033683776855
0.3333333333333333,0.04761904761904761,0.35,6,0.24059152603149414
0.3263157894736842,0.06766917293233073,0.35,7,1.5407965183258057
0.32978723404255317,0.05775075987841946,0.35,8,1.7191803455352783
0.3333333333333333,0.04761904761904761,0.35,9,2.109278440475464
0.33695652173913043,0.03726708074534156,0.35,10,2.6789817810058594
0.34065934065934067,0.026687598116169452,0.35,11,3.4726154804229736
0.3333333333333333,0.04761904761904761,0.35,12,5.874346971511841
0.33707865168539325,0.036918138041733516,0.35,13,9.991667747497559
0.3409090909090909,0.025974025974025983,0.35,14,32.73448467254639
0.3448275862068966,0.014778325123152582,0.35,15,49.73286533355713
0.3488372093023256,0.0033222591362125353,0.35,16,88.61865425109863
0.35294117647058826,-0.008403361344537945,0.35,17,162.57217693328857
0.34523809523809523,0.013605442176870701,0.35,18,902.4577348232269
0.3493975903614458,0.0017211703958690857,0.35,19,1151.4956741333008
0.35365853658536583,-0.010452961672473877,0.35,20,3311.275066137314
