problem_number,Day,mode,initial MSE,MSE,added_train_set_labels,train_point_df_initial
18,0,GP,0.5648648648648649,0.21944444444444444,[ 202 2551 3688   73 1661 2510 3085  579 1932  486 1858 1898],[ 202 2551]
18,1,GP,0.5648648648648649,0.14245014245014245,[ 202 2551 1721  449  422  761 2305 1934 2201 2513  127],[ 202 2551 3688   73 1661 2510 3085  579 1932  486 1858 1898]
18,2,GP,0.5648648648648649,0.0967741935483871,[ 202 2551 1849 1924 2031  348  454  214  243 2264 1850 2100],"[ 202 2551 3688   73 1661 2510 3085  579 1932  486 1858 1898 1721  449
  422  761 2305 1934 2201 2513  127]"
19,0,GP,0.37567567567567567,0.25277777777777777,[1721 2236 1200 3445 1125  243 1353 2606 2157 1934  214  499],[1721 2236]
19,1,GP,0.37567567567567567,0.11428571428571428,[1721 2236 1455 2873 1844  486  422 1363 2314 2250  159 1941],[1721 2236 1200 3445 1125  243 1353 2606 2157 1934  214  499]
19,2,GP,0.37567567567567567,0.06470588235294118,[1721 2236 2036 2159 2100 2499  450 1905  454  338 2304  930],"[1721 2236 1200 3445 1125  243 1353 2606 2157 1934  214  499 1455 2873
 1844  486  422 1363 2314 2250  159 1941]"
20,0,GP,0.6108108108108108,0.1745152354570637,[1932 3376 1237 2606 3080  348 2943 2545 1722 3567  338],[1932 3376]
20,1,GP,0.6108108108108108,0.1396011396011396,[1932 3376 2838 1905 3271  185 1014  422 2159  202 2513 2499],[1932 3376 1237 2606 3080  348 2943 2545 1722 3567  338]
20,2,GP,0.6108108108108108,0.08797653958944282,[1932 3376 1845 2099 3720  343 2485  312 1850 2305 1857 2201],"[1932 3376 1237 2606 3080  348 2943 2545 1722 3567  338 2838 1905 3271
  185 1014  422 2159  202 2513 2499]"
21,0,GP,0.6405405405405405,0.1,[2006 3690 1722 2539 2670 1237   98 2240 2030 2358 2876 1363],[2006 3690]
21,1,GP,0.6405405405405405,0.10857142857142857,[2006 3690 1934 2829 2305  271  243 2499  214 2304  346  761],[2006 3690 1722 2539 2670 1237   98 2240 2030 2358 2876 1363]
21,2,GP,0.6405405405405405,0.07917888563049853,[2006 3690  338 3688  486 2513 2163 1850 2201  853  422],"[2006 3690 1722 2539 2670 1237   98 2240 2030 2358 2876 1363 1934 2829
 2305  271  243 2499  214 2304  346  761]"
22,0,GP,0.527027027027027,0.09695290858725762,[1924  491 2545 1026 2670  185 3611 1934 1400 2879 3544],[1924  491]
22,1,GP,0.527027027027027,0.08831908831908832,[1924  491  387  202   71  969 2250   73  761  127  454 1237],[1924  491 2545 1026 2670  185 3611 1934 1400 2879 3544]
22,2,GP,0.527027027027027,0.08797653958944282,[1924  491  422    3  205  338 2031  214  629  271  955 2499],"[1924  491 2545 1026 2670  185 3611 1934 1400 2879 3544  387  202   71
  969 2250   73  761  127  454 1237]"
23,0,GP,0.5702702702702702,0.18888888888888888,[1153  309 3285 2636 2159 1254 2565 1406 1692 1233 1896 2928],[1153  309]
23,1,GP,0.5702702702702702,0.06571428571428571,[1153  309 1924 1350    3 1844 1031  312 2510 2499 3720  271],[1153  309 3285 2636 2159 1254 2565 1406 1692 1233 1896 2928]
23,2,GP,0.5702702702702702,0.07352941176470588,[1153  309 1934 2305 1858 1989  449  454 1993 2157 2485  422],"[1153  309 3285 2636 2159 1254 2565 1406 1692 1233 1896 2928 1924 1350
    3 1844 1031  312 2510 2499 3720  271]"
24,0,GP,0.5702702702702702,0.19444444444444445,[2201 2921    3 1444  761 2838  454   64  930 1986  449 2606],[2201 2921]
24,1,GP,0.5702702702702702,0.1742857142857143,[2201 2921  486 2054 1357 2099 2876 1850   73 2030 1237 2034],[2201 2921    3 1444  761 2838  454   64  930 1986  449 2606]
24,2,GP,0.5702702702702702,0.10294117647058823,[2201 2921 1344  422 2157 2513 2499 1946  312 2106 1849 2304],"[2201 2921    3 1444  761 2838  454   64  930 1986  449 2606  486 2054
 1357 2099 2876 1850   73 2030 1237 2034]"
25,0,GP,0.5675675675675675,0.13055555555555556,[1615 1898 2449 2240 3634 2606  486 1845 1357 1934  853  948],[1615 1898]
25,1,GP,0.5675675675675675,0.08285714285714285,[1615 1898    3  348  969  205 1850 2499  454  338 2513 2034],[1615 1898 2449 2240 3634 2606  486 1845 1357 1934  853  948]
25,2,GP,0.5675675675675675,0.047058823529411764,[1615 1898  271  761 2304 2201 2305 3720  309 1857 2314 2828],"[1615 1898 2449 2240 3634 2606  486 1845 1357 1934  853  948    3  348
  969  205 1850 2499  454  338 2513 2034]"
26,0,GP,0.5675675675675675,0.1574585635359116,[ 281 3385 1237 1692 2449 2064 1720 3702 1459   64],[ 281 3385]
26,1,GP,0.5675675675675675,0.10227272727272728,[ 281 3385 2163 2084 2829 3225 3688 1850  454 1986  309 2539],[ 281 3385 1237 1692 2449 2064 1720 3702 1459   64]
26,2,GP,0.5675675675675675,0.07871720116618076,[ 281 3385 2510 1905 2499 2304 2264  208  346 1857  761],"[ 281 3385 1237 1692 2449 2064 1720 3702 1459   64 2163 2084 2829 3225
 3688 1850  454 1986  309 2539]"
27,0,GP,0.6135135135135135,0.13573407202216067,[1832    3 1850  955  717 2828 1237 2670  531  836 2636],[1832    3]
27,1,GP,0.6135135135135135,0.12535612535612536,[1832    3   98   54 2064   64  626 1932 1986 2031  951  271],[1832    3 1850  955  717 2828 1237 2670  531  836 2636]
27,2,GP,0.6135135135135135,0.06451612903225806,[1832    3 1346  930 1031 2499  343 2513 2304 2201 3720 1905],"[1832    3 1850  955  717 2828 1237 2670  531  836 2636   98   54 2064
   64  626 1932 1986 2031  951  271]"
28,0,GP,0.34864864864864864,0.17222222222222222,[1010 2091  526 2583 1459   98  205 1986 2358 2876 1363 2031],[1010 2091]
28,1,GP,0.34864864864864864,0.15142857142857144,[1010 2091 2304 2829  309 2513  387 1896 1237 2106 2159 2499],[1010 2091  526 2583 1459   98  205 1986 2358 2876 1363 2031]
28,2,GP,0.34864864864864864,0.06764705882352941,[1010 2091  338 1343 2485 2305 3720  454 2163 1905  343  312],"[1010 2091  526 2583 1459   98  205 1986 2358 2876 1363 2031 2304 2829
  309 2513  387 1896 1237 2106 2159 2499]"
29,0,GP,0.6189189189189189,0.4380165289256198,[ 185 2943 1400  761  159 3306  843  686 3487],[ 185 2943]
29,1,GP,0.6189189189189189,0.24157303370786518,[ 185 2943 2361 1206 3544 2513 3255 2163 2236],[ 185 2943 1400  761  159 3306  843  686 3487]
29,2,GP,0.6189189189189189,0.1925287356321839,[ 185 2943 1346  489  626 2157   54 2305 2606 1237],"[ 185 2943 1400  761  159 3306  843  686 3487 2361 1206 3544 2513 3255
 2163 2236]"
30,0,GP,0.4972972972972973,0.13333333333333333,[1896  411  930 2560 1233 1014  346  208 1071  205 3271 1878],[1896  411]
30,1,GP,0.4972972972972973,0.10285714285714286,[1896  411 2355 2099  761 1021 1010 2499 1993 2510 3720 1946],[1896  411  930 2560 1233 1014  346  208 1071  205 3271 1878]
30,2,GP,0.4972972972972973,0.08235294117647059,[1896  411 2264 2485  422  338 2064  348  271 2054  626 2670],"[1896  411  930 2560 1233 1014  346  208 1071  205 3271 1878 2355 2099
  761 1021 1010 2499 1993 2510 3720 1946]"
31,0,GP,0.6081081081081081,0.18333333333333332,[1896 2725 1237 1069 2264 2828 3467  526 2636 3533  159   73],[1896 2725]
31,1,GP,0.6081081081081081,0.14285714285714285,[1896 2725  972  343 2157 1021  309 2064 1350  312 1845  948],[1896 2725 1237 1069 2264 2828 3467  526 2636 3533  159   73]
31,2,GP,0.6081081081081081,0.07647058823529412,[1896 2725 2099  486 2513 2499  454 2036 3720  271 2305 2201],"[1896 2725 1237 1069 2264 2828 3467  526 2636 3533  159   73  972  343
 2157 1021  309 2064 1350  312 1845  948]"
32,0,GP,0.7135135135135136,0.21388888888888888,[2560  343 3409 3533 3601  930 3026  385 2421 2401 2579 2670],[2560  343]
32,1,GP,0.7135135135135136,0.13920454545454544,[2560  343 2030 2031 1934  948 2163 2513 1014  454],[2560  343 3409 3533 3601  930 3026  385 2421 2401 2579 2670]
32,2,GP,0.7135135135135136,0.11661807580174927,[2560  343 1857   73   23  205 2099 2838 1346  309 2264],"[2560  343 3409 3533 3601  930 3026  385 2421 2401 2579 2670 2030 2031
 1934  948 2163 2513 1014  454]"
33,0,GP,0.5648648648648649,0.15555555555555556,[2030  875 1200  626 1233 3601 1986 1357  159 3533  271  108],[2030  875]
33,1,GP,0.5648648648648649,0.08,[2030  875 2828  205 2670 1845   56 1850 2304 3720 2084 1857],[2030  875 1200  626 1233 3601 1986 1357  159 3533  271  108]
33,2,GP,0.5648648648648649,0.08235294117647059,[2030  875  243 2314  312 2159 2250 2485 2157  930 2513 1898],"[2030  875 1200  626 1233 3601 1986 1357  159 3533  271  108 2828  205
 2670 1845   56 1850 2304 3720 2084 1857]"
34,0,GP,0.6351351351351351,0.2699724517906336,[1237  141 2670 1483 1845   56  969 2064  955],[1237  141]
34,1,GP,0.6351351351351351,0.14124293785310735,[1237  141 2157 1057   66 2305  159  338  348 1031 2036],[1237  141 2670 1483 1845   56  969 2064  955]
34,2,GP,0.6351351351351351,0.11046511627906977,[1237  141 1849 1384 2499 2264 1946  346 3720  312 2304  761],"[1237  141 2670 1483 1845   56  969 2064  955 2157 1057   66 2305  159
  338  348 1031 2036]"
35,0,GP,0.4972972972972973,0.20165745856353592,[1483   64 1014 3651 1459 2510 1237  761   98  185],[1483   64]
35,1,GP,0.4972972972972973,0.18873239436619718,[1483   64 2163 1721 1845 2201  629 2305 2670],[1483   64 1014 3651 1459 2510 1237  761   98  185]
35,2,GP,0.4972972972972973,0.07246376811594203,[1483   64  205  486  385 2828 2240  159   73 1905 3688 2499],"[1483   64 1014 3651 1459 2510 1237  761   98  185 2163 1721 1845 2201
  629 2305 2670]"
36,0,GP,0.6378378378378379,0.18611111111111112,[1566 1932 1237 1114  845 3702 1946 1436 2894  312   66 1878],[1566 1932]
36,1,GP,0.6378378378378379,0.06857142857142857,[1566 1932 1692 1400  955 2510 2305 1898  387 1858 2236 2828],[1566 1932 1237 1114  845 3702 1946 1436 2894  312   66 1878]
36,2,GP,0.6378378378378379,0.06764705882352941,[1566 1932  454 1941  205 2163  486  343  214 2499 2084  761],"[1566 1932 1237 1114  845 3702 1946 1436 2894  312   66 1878 1692 1400
  955 2510 2305 1898  387 1858 2236 2828]"
37,0,GP,0.6054054054054054,0.24376731301939059,[1692 2163 3459 2877 1026 1529  526  761 1237   98 1924],[1692 2163]
37,1,GP,0.6054054054054054,0.13105413105413105,[1692 2163  486   64 1621 1934 1849 2201  346  271 1400  955],[1692 2163 3459 2877 1026 1529  526  761 1237   98 1924]
37,2,GP,0.6054054054054054,0.07331378299120235,[1692 2163  626 2832 2106 2499 1946 2510 2304 3720  454  338],"[1692 2163 3459 2877 1026 1529  526  761 1237   98 1924  486   64 1621
 1934 1849 2201  346  271 1400  955]"
38,0,GP,0.5405405405405406,0.1878453038674033,[1905 2545 3127 1529 1459  508 2314  526  761 2036],[1905 2545]
38,1,GP,0.5405405405405406,0.14447592067988668,[1905 2545 2084  127   71 1010 3161 2201 2894 1849 2305],[1905 2545 3127 1529 1459  508 2314  526  761 2036]
38,2,GP,0.5405405405405406,0.06705539358600583,[1905 2545 1857  450   73  271  948   64  205 2485  202  449],"[1905 2545 3127 1529 1459  508 2314  526  761 2036 2084  127   71 1010
 3161 2201 2894 1849 2305]"
39,0,GP,0.5513513513513514,0.26944444444444443,[3306 3645  604  761   73  454 2054  845 1455 1621 2485 1844],[3306 3645]
39,1,GP,0.5513513513513514,0.16524216524216523,[3306 3645 1993 1924 1858 2879 2159 2106 2774 1694  626],[3306 3645  604  761   73  454 2054  845 1455 1621 2485 1844]
39,2,GP,0.5513513513513514,0.12903225806451613,[3306 3645 2030 2832  930 2236 1946  214 2084  948 1850  422],"[3306 3645  604  761   73  454 2054  845 1455 1621 2485 1844 1993 1924
 1858 2879 2159 2106 2774 1694  626]"
40,0,GP,0.5459459459459459,0.24376731301939059,[1459    3 2355  717   71 3601 1850 3306 2157  884 1400],[1459    3]
40,1,GP,0.5459459459459459,0.09686609686609686,[1459    3 1621 3702 1661 2201  629 2831 1993 2084 1237 2670],[1459    3 2355  717   71 3601 1850 3306 2157  884 1400]
40,2,GP,0.5459459459459459,0.08211143695014662,[1459    3 2240  422  243 2100 2054 2842 2513 2499 3720 1905],"[1459    3 2355  717   71 3601 1850 3306 2157  884 1400 1621 3702 1661
 2201  629 2831 1993 2084 1237 2670]"
41,0,GP,0.1783783783783784,0.18333333333333332,[ 281  422  185 2084  159 1069 3533  850 1621 1026 2054 3611],[281 422]
41,1,GP,0.1783783783783784,0.11142857142857143,[ 281  422 3225 2828 2513 1849 1946 2099  761 2304   73 3720],[ 281  422  185 2084  159 1069 3533  850 1621 1026 2054 3611]
41,2,GP,0.1783783783783784,0.08504398826979472,[ 281  422 2163  486  309 2305 1857 2201  346 1858  454],"[ 281  422  185 2084  159 1069 3533  850 1621 1026 2054 3611 3225 2828
 2513 1849 1946 2099  761 2304   73 3720]"
42,0,GP,0.5297297297297298,0.16944444444444445,[1896 3690 1400  765  590 2499 2606 1237 3488 2036 2030 1932],[1896 3690]
42,1,GP,0.5297297297297298,0.08285714285714285,[1896 3690  948  629   66 1878 1350  243 2513 3688 1858 2034],[1896 3690 1400  765  590 2499 2606 1237 3488 2036 2030 1932]
42,2,GP,0.5297297297297298,0.06764705882352941,[1896 3690 2314 1905  309 3720  348 2304  343 2828  422  205],"[1896 3690 1400  765  590 2499 2606 1237 3488 2036 2030 1932  948  629
   66 1878 1350  243 2513 3688 1858 2034]"
43,0,GP,0.6297297297297297,0.13812154696132597,[2031 3271 1459  602  841 1343 1993  208 1350 2157],[2031 3271]
43,1,GP,0.6297297297297297,0.07954545454545454,[2031 3271 2876  243 2355 1849 2100 2539 2513 2499 2264 2036],[2031 3271 1459  602  841 1343 1993  208 1350 2157]
43,2,GP,0.6297297297297297,0.06432748538011696,[2031 3271  309 2305  346 1237 2201  486 2304  338 2606  422],"[2031 3271 1459  602  841 1343 1993  208 1350 2157 2876  243 2355 1849
 2100 2539 2513 2499 2264 2036]"
44,0,GP,0.5297297297297298,0.16944444444444445,[ 178  696 1237  530 1621 1878 1896 3601 2036  489  913 1014],[178 696]
44,1,GP,0.5297297297297298,0.11079545454545454,[ 178  696  930  343 1343 2100 2510  761 2304  346 1031],[ 178  696 1237  530 1621 1878 1896 3601 2036  489  913 1014]
44,2,GP,0.5297297297297298,0.06432748538011696,[ 178  696  338 2499 2305  205 2264 1989  309 2485  454],"[ 178  696 1237  530 1621 1878 1896 3601 2036  489  913 1014  930  343
 1343 2100 2510  761 2304  346 1031]"
45,0,GP,0.5540540540540541,0.24861878453038674,[1634 2091 1206 2831 2948  422  765 2606 3533 1237],[1634 2091]
45,1,GP,0.5540540540540541,0.22598870056497175,[1634 2091  526 2579 2670 2036  271 1946 2499 2264],[1634 2091 1206 2831 2948  422  765 2606 3533 1237]
45,2,GP,0.5540540540540541,0.1511627906976744,[1634 2091 1905 2030  955  348   73 2201 2157    3  972 1014],"[1634 2091 1206 2831 2948  422  765 2606 3533 1237  526 2579 2670 2036
  271 1946 2499 2264]"
46,0,GP,0.772972972972973,0.23480662983425415,[1910  568   54 3085 2670 1850 3255 3487 2064 3533],[1910  568]
46,1,GP,0.772972972972973,0.07954545454545454,[1910  568 2157  626 3544 3702  108  159 2030 2499 1946 3720],[1910  568   54 3085 2670 1850 3255 3487 2064 3533]
46,2,GP,0.772972972972973,0.06705539358600583,[1910  568 2201  346 1858  348 2084  761  629 2513 2304],"[1910  568   54 3085 2670 1850 3255 3487 2064 3533 2157  626 3544 3702
  108  159 2030 2499 1946 3720]"
47,0,GP,0.6513513513513514,0.14722222222222223,[2755  338  717 1237 3127 2355 2304 3544 2036  951  214 3161],[2755  338]
47,1,GP,0.6513513513513514,0.14488636363636365,[2755  338 1934 2510  385   73  387 1031 2499  454],[2755  338  717 1237 3127 2355 2304 3544 2036  951  214 3161]
47,2,GP,0.6513513513513514,0.07602339181286549,[2755  338  127  309 1932   64 2305 3720 1878  202 1346  312],"[2755  338  717 1237 3127 2355 2304 3544 2036  951  214 3161 1934 2510
  385   73  387 1031 2499  454]"
48,0,GP,0.2972972972972973,0.22777777777777777,[1357 1989 3161 2606  761 1898 1455  271 1071 1932 3306 1344],[1357 1989]
48,1,GP,0.2972972972972973,0.1623931623931624,[1357 1989 3271 1621 3255 3459 1363  208 2513  243  531],[1357 1989 3161 2606  761 1898 1455  271 1071 1932 3306 1344]
48,2,GP,0.2972972972972973,0.07917888563049853,[1357 1989    3 2877 2054  486 1845 2499 3720  343  312 2510],"[1357 1989 3161 2606  761 1898 1455  271 1071 1932 3306 1344 3271 1621
 3255 3459 1363  208 2513  243  531]"
49,0,GP,0.44594594594594594,0.21944444444444444,[1350 3306 2636  508 3225 1432 2554  526 2579  853 1237 2670],[1350 3306]
49,1,GP,0.44594594594594594,0.22662889518413598,[1350 3306  836 1254 2036 1905 2314  271 2264],[1350 3306 2636  508 3225 1432 2554  526 2579  853 1237 2670]
49,2,GP,0.44594594594594594,0.17201166180758018,[1350 3306 2084  450 1946 3271 2030 1989 1934 1932  185   98],"[1350 3306 2636  508 3225 1432 2554  526 2579  853 1237 2670  836 1254
 2036 1905 2314  271 2264]"
50,0,GP,0.7,0.2722222222222222,[2602   73 2987 1254 2539 1905 2159  486 3306 1813 2560  853],[2602   73]
50,1,GP,0.7,0.150997150997151,[2602   73 1406  202 1363  348 1444 3702  930 2236 2513],[2602   73 2987 1254 2539 1905 2159  486 3306 1813 2560  853]
50,2,GP,0.7,0.09064327485380116,[2602   73 1353 1849 3720 1993 1858 2201  346  454  761],"[2602   73 2987 1254 2539 1905 2159  486 3306 1813 2560  853 1406  202
 1363  348 1444 3702  930 2236 2513]"
51,0,GP,0.5486486486486486,0.1994459833795014,[1898 3645 2544 2510 1406 2421 1993  629 3688  343 2636],[1898 3645]
51,1,GP,0.5486486486486486,0.08262108262108261,[1898 3645 1363  338 2361 1932 2159 2064 1720  271 1026 1529],[1898 3645 2544 2510 1406 2421 1993  629 3688  343 2636]
51,2,GP,0.5486486486486486,0.09064327485380116,[1898 3645 1844  422 1924 2236 1850 2499 3720  346 1857],"[1898 3645 2544 2510 1406 2421 1993  629 3688  343 2636 1363  338 2361
 1932 2159 2064 1720  271 1026 1529]"
52,0,GP,0.7675675675675676,0.20555555555555555,[ 127 2421 1063  761   71 1522  629 3601  853  343   23 2036],[ 127 2421]
52,1,GP,0.7675675675675676,0.18285714285714286,[ 127 2421 2240 1722 3459 3285 3567 1363   54 2054  454 1858],[ 127 2421 1063  761   71 1522  629 3601  853  343   23 2036]
52,2,GP,0.7675675675675676,0.08504398826979472,[ 127 2421 2876  486 2034 1857  348 2314 1905 2828 2106],"[ 127 2421 1063  761   71 1522  629 3601  853  343   23 2036 2240 1722
 3459 3285 3567 1363   54 2054  454 1858]"
53,0,GP,0.5675675675675675,0.20555555555555555,[2036 3407   98 1481 1661  969 2398 2565 2499 2948  271 2264],[2036 3407]
53,1,GP,0.5675675675675675,0.1657142857142857,[2036 3407 2099 2240   64 1986 3720 1720 2828  338  454 1905],[2036 3407   98 1481 1661  969 2398 2565 2499 2948  271 2264]
53,2,GP,0.5675675675675675,0.09970674486803519,[2036 3407  489  346 2084 2054 2877 1849  955 2513 1857],"[2036 3407   98 1481 1661  969 2398 2565 2499 2948  271 2264 2099 2240
   64 1986 3720 1720 2828  338  454 1905]"
54,0,GP,0.572972972972973,0.12777777777777777,[1031  159 1384 2718 2355 2030 3533 2264 2201  972 1946  205],[1031  159]
54,1,GP,0.572972972972973,0.07142857142857142,[1031  159   98 2539 3720 2485  346 1237 1857  629 2305 2163],[1031  159 1384 2718 2355 2030 3533 2264 2201  972 1946  205]
54,2,GP,0.572972972972973,0.06470588235294118,[1031  159  422  761  343 2240 2236 2054  348 2499 2036  312],"[1031  159 1384 2718 2355 2030 3533 2264 2201  972 1946  205   98 2539
 3720 2485  346 1237 1857  629 2305 2163]"
55,0,GP,0.5837837837837838,0.16944444444444445,[1813 1932 1384 2636 3255 2401 2513 1529 1237  526 2036  955],[1813 1932]
55,1,GP,0.5837837837837838,0.13428571428571429,[1813 1932  271 1857 2084  309  343  208  108 1353 1021    3],[1813 1932 1384 2636 3255 2401 2513 1529 1237  526 2036  955]
55,2,GP,0.5837837837837838,0.07894736842105263,[1813 1932 1845 2499 2305 2159 1896 2304  338 2485],"[1813 1932 1384 2636 3255 2401 2513 1529 1237  526 2036  955  271 1857
 2084  309  343  208  108 1353 1021    3]"
56,0,GP,0.527027027027027,0.16620498614958448,[ 407   54 2264 1692 2741 1237   98 2832  202 2356 2670],[407  54]
56,1,GP,0.527027027027027,0.15254237288135594,[ 407   54  205  208 3611 2828 2304  385 1459],[ 407   54 2264 1692 2741 1237   98 2832  202 2356 2670]
56,2,GP,0.527027027027027,0.0872093023255814,[ 407   54   64  159   73 1993  346  271  948  626  761  422],"[ 407   54 2264 1692 2741 1237   98 2832  202 2356 2670  205  208 3611
 2828 2304  385 1459]"
57,0,GP,0.5324324324324324,0.2699724517906336,[1031 1910  930 2636  531 2099 3285 2565 1237],[1031 1910]
57,1,GP,0.5324324324324324,0.1638418079096045,[1031 1910 1878 1844  243 3650 2159   71 2513  346 2264],[1031 1910  930 2636  531 2099 3285 2565 1237]
57,2,GP,0.5324324324324324,0.08695652173913043,[1031 1910 2879 2829 3702   73 2031  454  348 2499 2054],"[1031 1910  930 2636  531 2099 3285 2565 1237 1878 1844  243 3650 2159
   71 2513  346 2264]"
58,0,GP,0.5351351351351351,0.1878453038674033,[2485  283 1010 2539 1529 1237  526  761 3533 2036],[2485  283]
58,1,GP,0.5351351351351351,0.17897727272727273,[2485  283 2084  343 3634  208 1357 2054 3688 1031  422  205],[2485  283 1010 2539 1529 1237  526  761 3533 2036]
58,2,GP,0.5351351351351351,0.0935672514619883,[2485  283 1014 2106 1844 1850 2099 2304 1857 1989 2264  271],"[2485  283 1010 2539 1529 1237  526  761 3533 2036 2084  343 3634  208
 1357 2054 3688 1031  422  205]"
59,0,GP,0.33783783783783783,0.18611111111111112,[2602  312 3120 1069 1237 1459 1946 1406 1621  346   64  930],[2602  312]
59,1,GP,0.33783783783783783,0.12,[2602  312 2236 2828 2513 3225 1844 2159 1026 2304 3720  454],[2602  312 3120 1069 1237 1459 1946 1406 1621  346   64  930]
59,2,GP,0.33783783783783783,0.058823529411764705,[2602  312  486  243 2250   23 1934 2034  338 2264  343  271],"[2602  312 3120 1069 1237 1459 1946 1406 1621  346   64  930 2236 2828
 2513 3225 1844 2159 1026 2304 3720  454]"
60,0,GP,0.5540540540540541,0.24930747922437674,[1989  680  530 2606 2361 2513 1771 1905  346   71  185],[1989  680]
