Day,initial MSE,MSE,score,t-waypoints scheduled,total_time_sec,nodes_expanded
0,0.4111310592459605,0.4111310592459605,0.0,2,0.03511548042297363,2
0,0.4111310592459605,0.5503597122302158,-33.86478590053722,3,0.06939578056335449,3
0,0.4111310592459605,0.44504504504504505,-8.248947637593929,4,0.10695290565490723,4
0,0.4111310592459605,0.4368231046931408,-6.249113237589267,5,0.15294170379638672,5
0,0.4111310592459605,0.4412296564195298,-7.320925164051579,6,0.20493125915527344,6
0,0.4111310592459605,0.45471014492753625,-10.599803809885458,7,0.2875180244445801,7
0,0.4111310592459605,0.41197822141560797,-0.20605647532473523,8,0.4024848937988281,8
0,0.4111310592459605,0.42,-2.1572052401746706,9,0.5800395011901855,9
0,0.4111310592459605,0.19854280510018216,51.708147405763555,10,0.8683831691741943,10
0,0.4111310592459605,0.1624087591240876,60.49708347942499,11,1.3832941055297852,11
0,0.4111310592459605,0.16270566727605118,60.424866081763966,11,1201.9324893951416,14
1,0.4111310592459605,0.16270566727605118,60.424866081763966,2,0.04543113708496094,2
1,0.4111310592459605,0.15934065934065933,61.243341811027406,3,0.08333277702331543,3
1,0.4111310592459605,0.1614678899082569,60.72593245462922,4,0.12349700927734375,4
1,0.4111310592459605,0.16544117647058823,59.75950423837657,5,0.18451309204101562,6
1,0.4111310592459605,0.16574585635359115,59.68539651137543,6,0.23412156105041504,7
1,0.4111310592459605,0.16605166051660517,59.611015324127045,7,0.2950313091278076,8
1,0.4111310592459605,0.16266173752310537,60.435551178877866,8,0.4053957462310791,11
1,0.4111310592459605,0.16296296296296298,60.362283681060966,9,0.4942173957824707,12
1,0.4111310592459605,0.16512059369202226,59.83748004958236,10,0.6050822734832764,13
1,0.4111310592459605,0.16728624535315986,59.310725475235785,11,54.845160245895386,15
1,0.4111310592459605,0.16387337057728119,60.14084392508925,11,213.66212964057922,18
1,0.4111310592459605,0.16387337057728119,60.14084392508925,11,545.1848940849304,21
2,0.4111310592459605,0.16387337057728119,60.14084392508925,2,0.039685964584350586,2
2,0.4111310592459605,0.18097014925373134,55.982369810336955,3,0.08516073226928711,4
2,0.4111310592459605,0.18317757009345795,55.44545565849079,4,0.12026214599609375,5
2,0.4111310592459605,0.1853932584269663,54.90653059221824,5,0.1615760326385498,6
2,0.4111310592459605,0.18761726078799248,54.36558329305161,6,0.21024775505065918,7
2,0.4111310592459605,0.18796992481203006,54.27980431427915,7,0.3012878894805908,8
2,0.4111310592459605,0.18832391713747645,54.19370225084088,8,0.4743351936340332,10
2,0.4111310592459605,0.18867924528301888,54.107275273955665,9,0.8126685619354248,11
2,0.4111310592459605,0.1890359168241966,54.02052154101419,10,1.5991532802581787,12
2,0.4111310592459605,0.1893939393939394,53.93343919544793,11,2.5967965126037598,13
2,0.4111310592459605,0.18785578747628084,54.307566102930814,11,155.73856687545776,16
2,0.4111310592459605,0.18785578747628084,54.307566102930814,11,317.63987922668457,19
2,0.4111310592459605,0.18785578747628084,54.307566102930814,11,499.0985403060913,22
